ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
025282.OF,富国稳健双景C,债券型,债券型-主动,-0.26,-0.15,-0.02,1.01,0.4,-2.01,37
025281.OF,富国稳健双景A,债券型,债券型-主动,-0.24,-0.12,0.04,1.01,0.38,-1.94,37
024129.OF,宏利嘉利C,债券型,债券型-主动,-0.1,-0.57,0.09,3.41,1.17,-0.56,59
024128.OF,宏利嘉利A,债券型,债券型-主动,-0.08,-0.53,0.19,3.44,1.15,-0.53,59
025135.OF,信澳丰享利率债C,债券型,债券型-主动,0.12,0.23,0.33,0.32,0.09,-5.22,47
025134.OF,信澳丰享利率债A,债券型,债券型-主动,0.13,0.25,0.38,0.29,0.08,-5.63,47
025270.OF,浦银安盛稳健双利A,债券型,债券型-主动,-0.08,-0.03,0.1,0.95,0.37,-1.99,35
026021.OF,华夏增利一年持有A,债券型,债券型-主动,0.09,0.16,1.12,1.13,0.18,-0.77,64
026022.OF,华夏增利一年持有C,债券型,债券型-主动,0.07,0.12,1.05,1.12,0.18,-0.85,64
025271.OF,浦银安盛稳健双利C,债券型,债券型-主动,-0.1,-0.07,0.02,0.94,0.37,-2.11,35
025743.OF,安信瑞安30天持有中短债C,债券型,债券型-主动,0.11,0.18,0.2,0.16,0.06,-11.11,66
025742.OF,安信瑞安30天持有中短债B,债券型,债券型-主动,0.12,0.19,0.24,0.16,0.05,-11.21,66
025741.OF,安信瑞安30天持有中短债A,债券型,债券型-主动,0.13,0.2,0.25,0.15,0.04,-11.47,66
025563.OF,国富恒安30天持有A,债券型,债券型-主动,0.08,0.22,0.34,0.18,0.05,-9.16,61
025321.OF,兴银裕安增利A,债券型,债券型-主动,0.19,0.39,1.33,2.59,0.93,-0.26,46
025564.OF,国富恒安30天持有C,债券型,债券型-主动,0.06,0.19,0.3,0.19,0.05,-9.07,61
025322.OF,兴银裕安增利C,债券型,债券型-主动,0.16,0.35,1.23,2.59,0.93,-0.3,46
026010.OF,东财禧悦90天滚动持有中短债A,债券型,债券型-主动,0.14,0.23,0.37,0.13,0.01,-12.43,75
025744.OF,安信瑞鸿中短债A,债券型,债券型-主动,0.11,0.16,0.26,0.12,0.02,-14.15,76
026011.OF,东财禧悦90天滚动持有中短债C,债券型,债券型-主动,0.12,0.2,0.33,0.12,0.0,-14.3,75
025887.OF,国联金如意3个月滚动持有A,债券型,债券型-主动,0.02,0.21,0.54,0.47,0.13,-3.14,76
025888.OF,国联金如意3个月滚动持有C,债券型,债券型-主动,0.01,0.18,0.5,0.48,0.13,-3.1,76
026249.OF,长城稳固收益D,债券型,债券型-主动,-0.01,,1.39,1.74,0.59,-0.35,76
026008.OF,东财鑫享30天滚动持有中短债A,债券型,债券型-主动,0.13,0.22,0.35,0.12,0.01,-13.28,75
025746.OF,安信瑞鸿中短债C,债券型,债券型-主动,0.09,0.14,0.21,0.11,0.03,-16.41,76
025745.OF,安信瑞鸿中短债B,债券型,债券型-主动,0.11,0.17,0.27,0.13,0.02,-13.65,76
026009.OF,东财鑫享30天滚动持有中短债C,债券型,债券型-主动,0.12,0.2,0.3,0.11,0.01,-14.77,75
025889.OF,国联金如意双利一年持有A,债券型,债券型-主动,0.03,0.27,1.06,1.61,0.67,-0.58,70
025890.OF,国联金如意双利一年持有B,债券型,债券型-主动,0.05,0.29,1.1,1.61,0.67,-0.56,70
025891.OF,国联金如意双利一年持有C,债券型,债券型-主动,0.01,0.23,1.01,1.6,0.67,-0.62,70
024568.OF,财通资管通达稳鑫3个月持有型A,债券型,债券型-主动,0.31,0.43,0.42,0.73,0.12,-2.15,30
024151.OF,长城丰泽C,债券型,债券型-主动,-0.06,0.25,0.41,1.34,0.37,-1.19,52
024150.OF,长城丰泽A,债券型,债券型-主动,-0.04,0.29,0.49,1.34,0.37,-1.13,52
025731.OF,鹏华睿享180天持有C,债券型,债券型-主动,0.04,-0.2,1.3,2.53,0.71,-0.28,51
026225.OF,招商添兴6个月定开C,债券型,债券型-主动,0.1,0.24,0.29,0.39,0.14,-4.39,74
025670.OF,信澳水星聚利中短债C,债券型,债券型-主动,0.08,0.15,0.24,0.21,0.12,-8.22,86
025730.OF,鹏华睿享180天持有A,债券型,债券型-主动,0.05,-0.18,1.36,2.54,0.71,-0.25,51
025671.OF,信澳水星聚利中短债E,债券型,债券型-主动,0.08,0.17,0.27,0.21,0.1,-8.24,86
025669.OF,信澳水星聚利中短债A,债券型,债券型-主动,0.09,0.19,0.3,0.22,0.1,-7.83,86
025582.OF,光大阳光北斗星9个月持有A,债券型,债券型-主动,-0.57,0.01,1.02,2.4,1.04,-0.41,72
025272.OF,中金恒宁A,债券型,债券型-主动,0.08,0.05,1.4,1.81,0.75,-0.33,86
025273.OF,中金恒宁C,债券型,债券型-主动,0.07,0.02,1.34,1.81,0.75,-0.37,86
026025.OF,华夏六个月滚动持有A,债券型,债券型-主动,0.1,0.14,0.23,0.11,0.02,-16.22,90
025583.OF,光大阳光北斗星9个月持有C,债券型,债券型-主动,-0.58,-0.02,0.96,2.4,1.05,-0.43,72
025531.OF,光大阳光稳债中短债A,债券型,债券型-主动,0.1,0.22,0.4,0.15,0.01,-10.89,86
025532.OF,光大阳光稳债中短债C,债券型,债券型-主动,0.09,0.21,0.37,0.14,0.01,-11.24,86
025101.OF,信澳鑫诚3个月持有A,债券型,债券型-主动,0.79,1.17,2.01,2.12,0.47,0.0,49
025102.OF,信澳鑫诚3个月持有C,债券型,债券型-主动,0.76,1.11,1.89,2.08,0.47,-0.05,49
023798.OF,西部利得双季享6个月持有A,债券型,债券型-主动,0.04,0.14,1.05,0.61,0.12,-1.55,79
023799.OF,西部利得双季享6个月持有C,债券型,债券型-主动,0.04,0.12,1.02,0.61,0.13,-1.62,79
025260.OF,华安沣泰A,债券型,债券型-主动,0.12,0.39,0.58,0.54,0.09,-2.64,51
025261.OF,华安沣泰C,债券型,债券型-主动,0.1,0.36,0.5,0.52,0.1,-2.9,51
025640.OF,国泰民安增利D,债券型,债券型-主动,0.36,0.35,2.47,1.94,0.6,0.24,97
026061.OF,国泰民安增利F,债券型,债券型-主动,0.34,0.32,2.42,1.94,0.61,0.22,97
025975.OF,前海联合弘利A,债券型,债券型-主动,0.13,0.18,0.24,0.13,0.02,-13.2,97
025976.OF,前海联合弘利C,债券型,债券型-主动,0.12,0.16,0.18,0.14,0.02,-12.84,97
025093.OF,天弘匠心回报C,债券型,债券型-主动,-0.34,-0.52,0.12,1.91,0.74,-0.99,53
025092.OF,天弘匠心回报A,债券型,债券型-主动,-0.32,-0.48,0.22,1.92,0.69,-0.93,53
026080.OF,鹏华创兴增利E,债券型,债券型-主动,0.05,-0.56,0.22,1.95,0.8,-0.91,101
023699.OF,长城元利C,债券型,债券型-主动,0.14,0.21,0.3,0.15,0.02,-11.61,98
023698.OF,长城元利A,债券型,债券型-主动,0.14,0.22,0.33,0.16,0.03,-10.65,98
025593.OF,国泰海通安泰三个月持有C,债券型,债券型-主动,-0.04,-0.04,0.8,0.77,0.58,-1.55,450
025592.OF,国泰海通安泰三个月持有A,债券型,债券型-主动,-0.03,-0.03,0.83,0.78,0.57,-1.5,450
025590.OF,国泰海通安润90天持有中短债A,债券型,债券型-主动,0.13,0.26,0.48,2.31,3.08,-0.66,452
025591.OF,国泰海通安润90天持有中短债C,债券型,债券型-主动,0.12,0.24,0.44,2.31,3.09,-0.68,452
026027.OF,财信30天持有A,债券型,债券型-主动,0.15,0.34,0.76,0.51,0.17,-2.43,107
026028.OF,财信30天持有C,债券型,债券型-主动,0.14,0.32,0.74,0.51,0.17,-2.45,107
025897.OF,国联汇富C,债券型,债券型-主动,0.14,0.19,0.35,0.15,0.07,-10.74,113
025896.OF,国联汇富A,债券型,债券型-主动,0.15,0.21,0.4,0.16,0.05,-10.0,113
024294.OF,创金合信恒鑫60天滚动持有A,债券型,债券型-主动,0.04,0.18,0.45,0.21,0.04,-7.51,91
024295.OF,创金合信恒鑫60天滚动持有C,债券型,债券型-主动,0.02,0.15,0.39,0.19,0.03,-8.53,91
026017.OF,银华盛泓E,债券型,债券型-主动,-0.15,-0.21,0.96,2.53,1.38,-0.41,117
025146.OF,华富裕诚一年持有A,债券型,债券型-主动,-0.01,0.47,1.72,1.13,0.38,-0.25,123
025142.OF,华富富泽六个月持有A,债券型,债券型-主动,0.08,0.17,1.88,2.43,1.18,-0.05,123
025147.OF,华富裕诚一年持有C,债券型,债券型-主动,-0.02,0.45,1.67,1.14,0.39,-0.29,123
025145.OF,华富安颐九个月持有C,债券型,债券型-主动,-0.31,-0.71,0.7,1.94,0.98,-0.67,123
025144.OF,华富安颐九个月持有A,债券型,债券型-主动,-0.28,-0.67,0.78,1.94,0.94,-0.63,123
025148.OF,华富裕诚一年持有D,债券型,债券型-主动,0.02,0.52,1.78,1.13,0.37,-0.19,123
025143.OF,华富富泽六个月持有C,债券型,债券型-主动,0.07,0.12,1.81,2.43,1.19,-0.08,123
025594.OF,国泰海通安裕中短债A,债券型,债券型-主动,0.11,0.2,0.34,3.59,4.83,-0.46,452
023664.OF,中信保诚稳和利率债A,债券型,债券型-主动,0.05,-0.01,0.09,0.28,0.13,-6.89,121
025595.OF,国泰海通安裕中短债C,债券型,债券型-主动,0.1,0.17,0.33,3.59,4.84,-0.47,452
025600.OF,国泰海通海升六个月持有A,债券型,债券型-主动,-0.12,-0.07,1.06,0.86,0.65,-1.09,449
025601.OF,国泰海通海升六个月持有C,债券型,债券型-主动,-0.13,-0.09,1.01,0.86,0.68,-1.15,449
023665.OF,中信保诚稳和利率债C,债券型,债券型-主动,0.05,0.12,0.2,0.28,0.13,-6.46,121
023464.OF,工银稳健丰裕30天持有C,债券型,债券型-主动,0.1,0.17,0.32,0.12,0.02,-13.8,111
024586.OF,中信建投稳鑫30天持有A,债券型,债券型-主动,0.07,0.55,0.9,0.52,0.09,-2.13,126
023576.OF,海富通稳鑫三个月持有C,债券型,债券型-主动,0.21,0.26,0.38,0.17,0.01,-9.43,82
025283.OF,大成元享臻利A,债券型,债券型-主动,-0.2,-0.27,0.75,1.64,0.57,-0.76,60
025555.OF,国富恒泽90天持有C,债券型,债券型-主动,0.01,0.03,0.51,0.55,0.22,-2.7,113
025284.OF,大成元享臻利C,债券型,债券型-主动,-0.23,-0.32,0.63,1.63,0.57,-0.84,60
023463.OF,工银稳健丰裕30天持有A,债券型,债券型-主动,0.11,0.2,0.36,0.14,0.01,-12.14,111
025554.OF,国富恒泽90天持有A,债券型,债券型-主动,0.03,0.06,0.55,0.56,0.22,-2.6,113
025001.OF,国泰海通稳健泰裕C,债券型,债券型-主动,-0.02,-0.13,1.1,3.63,0.94,-0.25,53
025000.OF,国泰海通稳健泰裕A,债券型,债券型-主动,,-0.08,1.24,3.63,0.94,-0.21,53
023575.OF,海富通稳鑫三个月持有A,债券型,债券型-主动,0.23,0.29,0.42,0.19,0.01,-8.47,82
025085.OF,兴华安聚纯债D,债券型,债券型-主动,0.28,0.62,0.95,0.56,0.54,-1.86,127
023678.OF,百嘉百达利率债C,债券型,债券型-主动,0.01,0.02,0.04,0.32,0.0,-6.09,124
024587.OF,中信建投稳鑫30天持有C,债券型,债券型-主动,0.07,0.54,0.87,0.52,0.09,-2.18,126
023677.OF,百嘉百达利率债A,债券型,债券型-主动,0.02,0.04,0.07,0.36,0.01,-5.33,124
025290.OF,建信丰泽C,债券型,债券型-主动,,0.72,0.94,2.18,0.67,-0.49,47
025289.OF,建信丰泽A,债券型,债券型-主动,0.02,0.78,1.06,2.19,0.66,-0.43,47
025630.OF,鹏华安泰中短债C,债券型,债券型-主动,0.14,0.26,0.44,0.19,0.12,-8.05,126
025629.OF,鹏华安泰中短债A,债券型,债券型-主动,0.15,0.28,0.48,0.19,0.11,-8.04,126
025040.OF,东方红汇明C,债券型,债券型-主动,-0.19,-0.18,0.92,2.75,1.0,-0.39,98
025039.OF,东方红汇明A,债券型,债券型-主动,-0.17,-0.14,0.98,2.73,0.98,-0.37,98
024553.OF,财通安盛90天滚动持有C,债券型,债券型-主动,0.08,0.11,0.24,0.13,0.02,-13.81,104
024552.OF,财通安盛90天滚动持有A,债券型,债券型-主动,0.09,0.13,0.27,0.13,0.02,-12.9,104
024554.OF,财通安盛90天滚动持有E,债券型,债券型-主动,0.07,0.1,0.23,0.13,0.02,-13.47,104
025631.OF,鹏华睿丰A,债券型,债券型-主动,0.18,0.45,1.23,1.46,0.56,-0.52,126
024494.OF,平安元亨120天持有C,债券型,债券型-主动,-0.14,0.19,1.15,2.35,1.22,-0.36,97
024493.OF,平安元亨120天持有A,债券型,债券型-主动,-0.13,0.22,1.2,2.35,1.21,-0.34,97
025939.OF,圆信永丰兴益三个月定开C,债券型,债券型-主动,0.08,0.19,0.34,0.51,0.13,-3.25,136
025915.OF,鹏华产业债D,债券型,债券型-主动,0.05,0.11,1.49,1.26,0.6,-0.41,136
025632.OF,鹏华睿丰C,债券型,债券型-主动,0.18,0.42,1.2,1.46,0.55,-0.55,126
025627.OF,国泰海通鑫悦A,债券型,债券型-主动,-0.09,0.27,3.18,2.73,1.76,0.43,451
025623.OF,国泰海通鑫选三个月持有A,债券型,债券型-主动,0.02,0.25,2.21,2.18,1.65,0.1,451
025628.OF,国泰海通鑫悦C,债券型,债券型-主动,-0.11,0.22,3.11,2.73,1.8,0.41,451
025625.OF,国泰海通鑫逸A,债券型,债券型-主动,-0.01,0.23,1.91,1.61,1.03,-0.06,454
025626.OF,国泰海通鑫逸C,债券型,债券型-主动,-0.04,0.19,1.82,1.6,1.04,-0.11,454
025624.OF,国泰海通鑫选三个月持有C,债券型,债券型-主动,-0.01,0.2,2.13,2.19,1.67,0.06,451
025621.OF,国泰海通鑫诚六个月持有A,债券型,债券型-主动,-0.07,-0.08,0.81,2.38,2.55,-0.5,451
025622.OF,国泰海通鑫诚六个月持有C,债券型,债券型-主动,-0.1,-0.13,0.73,2.38,2.58,-0.53,451
025596.OF,国泰海通安悦A,债券型,债券型-主动,0.12,0.26,0.4,3.64,5.01,-0.44,454
025597.OF,国泰海通安悦C,债券型,债券型-主动,0.11,0.24,0.41,3.64,5.07,-0.44,454
024959.OF,富国稳健添荣C,债券型,债券型-主动,-0.41,-0.44,0.41,1.64,0.71,-0.97,52
024958.OF,富国稳健添荣A,债券型,债券型-主动,-0.38,-0.4,0.52,1.66,0.69,-0.89,52
025251.OF,天弘稳利回报A,债券型,债券型-主动,-0.8,-0.58,1.12,3.26,1.05,-0.27,64
025252.OF,天弘稳利回报C,债券型,债券型-主动,-0.82,-0.63,1.02,3.26,1.07,-0.3,64
024290.OF,中航月月鑫30天持有A,债券型,债券型-主动,0.05,0.1,0.19,0.21,0.11,-8.65,138
024291.OF,中航月月鑫30天持有C,债券型,债券型-主动,0.04,0.07,0.14,0.19,0.12,-9.7,138
024092.OF,国金安和A,债券型,债券型-主动,-0.4,-0.34,0.78,2.38,1.08,-0.51,70
025266.OF,国泰稳健添利A,债券型,债券型-主动,-0.55,-0.39,1.03,2.73,1.11,-0.35,64
025267.OF,国泰稳健添利C,债券型,债券型-主动,-0.57,-0.43,0.95,2.74,1.14,-0.38,64
024093.OF,国金安和C,债券型,债券型-主动,-0.42,-0.38,0.79,2.43,1.11,-0.5,70
024303.OF,财通资管鸿曜90天持有A,债券型,债券型-主动,-0.07,-0.02,0.8,2.01,0.6,-0.6,52
024304.OF,财通资管鸿曜90天持有C,债券型,债券型-主动,-0.08,-0.04,0.73,1.98,0.6,-0.64,52
025305.OF,中欧优利A,债券型,债券型-主动,-0.07,-0.07,0.72,2.19,0.77,-0.59,53
025306.OF,中欧优利C,债券型,债券型-主动,-0.1,-0.12,0.57,2.17,0.78,-0.66,53
025154.OF,华富安和A,债券型,债券型-主动,-0.37,-0.5,0.77,1.38,0.7,-0.89,150
025152.OF,华富安康三个月持有A,债券型,债券型-主动,0.12,0.17,1.13,0.87,0.3,-1.0,150
025155.OF,华富安和C,债券型,债券型-主动,-0.4,-0.55,0.7,1.39,0.74,-0.93,150
025153.OF,华富安康三个月持有C,债券型,债券型-主动,0.09,0.13,1.05,0.87,0.31,-1.1,150
025819.OF,博时裕发纯债C,债券型,债券型-主动,,,,0.0,0.0,0.0,150
025240.OF,浙商惠睿纯债C,债券型,债券型-主动,0.09,0.16,0.1,0.2,0.14,-9.33,154
023695.OF,国寿安保尊悦纯债C,债券型,债券型-主动,0.06,0.14,0.17,0.22,0.07,-8.36,136
023694.OF,国寿安保尊悦纯债A,债券型,债券型-主动,0.07,0.15,0.21,0.22,0.07,-8.28,136
025275.OF,博时双月薪C,债券型,债券型-主动,0.29,2.09,2.19,5.18,0.12,0.04,31
024106.OF,万家裕利A,债券型,债券型-主动,0.41,0.33,2.46,4.2,1.42,0.11,100
024107.OF,万家裕利C,债券型,债券型-主动,0.38,0.28,2.37,4.18,1.43,0.09,100
025644.OF,汇添富多元收益D,债券型,债券型-主动,0.66,0.16,0.33,4.52,1.9,-0.37,169
024287.OF,泰康悦享180天持有C,债券型,债券型-主动,0.45,0.5,0.92,0.9,0.18,-1.21,42
024286.OF,泰康悦享180天持有A,债券型,债券型-主动,0.49,0.56,1.01,0.91,0.17,-1.09,42
024082.OF,国联稳健添益C,债券型,债券型-主动,0.03,0.7,2.31,3.72,1.35,0.08,77
024081.OF,国联稳健添益A,债券型,债券型-主动,0.06,0.75,2.37,3.72,1.33,0.1,77
025643.OF,恒生前海恒源天利E,债券型,债券型-主动,-1.37,-1.49,2.82,6.3,4.02,0.13,173
025641.OF,恒生前海恒祥纯债E,债券型,债券型-主动,0.19,0.46,0.68,0.54,0.36,-2.47,173
025642.OF,恒生前海恒裕E,债券型,债券型-主动,-0.05,,0.11,0.39,0.24,-4.86,173
025562.OF,大摩灵动优选E,债券型,债券型-主动,-0.21,0.14,2.94,3.96,1.82,0.24,175
025451.OF,南方兴利半年C,债券型,债券型-主动,0.16,0.25,0.59,0.27,0.14,-5.17,164
025204.OF,信澳丰睿6个月持有A,债券型,债券型-主动,-0.11,-0.38,0.99,1.02,0.56,-0.99,177
025205.OF,信澳丰睿6个月持有C,债券型,债券型-主动,-0.12,-0.41,0.94,1.03,0.56,-1.03,177
024941.OF,银华钰盈A,债券型,债券型-主动,,-0.34,1.05,2.27,1.02,-0.42,84
024942.OF,银华钰盈C,债券型,债券型-主动,-0.02,-0.38,0.99,2.28,1.03,-0.45,84
025291.OF,国投瑞银和悦180天持有A,债券型,债券型-主动,0.03,-0.04,1.16,1.51,0.97,-0.56,156
024126.OF,太平嘉裕A,债券型,债券型-主动,-0.25,,1.6,2.07,0.92,-0.19,178
024127.OF,太平嘉裕C,债券型,债券型-主动,-0.27,-0.03,1.55,2.07,0.93,-0.22,178
024955.OF,长城兴达C,债券型,债券型-主动,-0.06,0.28,1.18,1.27,0.47,-0.65,119
024954.OF,长城兴达A,债券型,债券型-主动,-0.03,0.32,1.25,1.28,0.47,-0.59,119
025292.OF,国投瑞银和悦180天持有C,债券型,债券型-主动,,-0.09,1.07,1.5,1.01,-0.62,156
023802.OF,华宝安睿A,债券型,债券型-主动,0.06,0.31,1.21,2.0,0.83,-0.39,128
024105.OF,鑫元诚鑫添益C,债券型,债券型-主动,-0.16,0.12,-0.01,2.47,1.27,-0.81,90
025183.OF,建信宁扬60天持有E,债券型,债券型-主动,0.15,0.29,0.46,0.18,0.05,-8.53,182
025210.OF,信澳信利6个月持有A,债券型,债券型-主动,0.03,-0.19,0.65,0.82,0.39,-1.64,183
025207.OF,信澳月月盈30天持有C,债券型,债券型-主动,0.1,0.19,0.31,0.21,0.07,-8.1,183
025206.OF,信澳月月盈30天持有A,债券型,债券型-主动,0.11,0.18,0.31,0.25,0.16,-6.74,183
025211.OF,信澳信利6个月持有C,债券型,债券型-主动,,-0.23,0.58,0.83,0.4,-1.71,183
025212.OF,信澳添利3个月持有A,债券型,债券型-主动,0.11,0.21,1.21,1.46,0.76,-0.54,183
025213.OF,信澳添利3个月持有C,债券型,债券型-主动,0.09,0.18,1.15,1.45,0.77,-0.58,183
024103.OF,浙商汇金锦利增强30天持有C,债券型,债券型-主动,-0.24,-0.55,2.22,3.31,2.02,0.07,162
024102.OF,浙商汇金锦利增强30天持有A,债券型,债券型-主动,-0.22,-0.52,2.27,3.32,2.01,0.08,162
024104.OF,鑫元诚鑫添益A,债券型,债券型-主动,-0.13,0.16,0.06,2.48,1.19,-0.78,90
023803.OF,华宝安睿C,债券型,债券型-主动,0.04,0.27,1.15,1.98,0.84,-0.43,128
025303.OF,东方红汇诚A,债券型,债券型-主动,-0.25,-0.24,0.68,2.57,1.35,-0.51,165
025304.OF,东方红汇诚C,债券型,债券型-主动,-0.26,-0.27,0.62,2.57,1.36,-0.54,165
025537.OF,海富通瑞弘6个月定开C,债券型,债券型-主动,0.32,0.25,0.28,0.54,0.34,-3.16,106
024123.OF,华富安顺一年持有A,债券型,债券型-主动,0.12,0.45,0.89,0.78,0.76,-1.42,190
024124.OF,华富安顺一年持有C,债券型,债券型-主动,0.1,0.41,0.81,0.77,0.79,-1.54,190
024125.OF,华富安顺一年持有D,债券型,债券型-主动,0.14,0.49,0.95,0.79,0.73,-1.32,190
024425.OF,南方稳航120天滚动持有A,债券型,债券型-主动,0.14,0.39,1.04,0.67,0.0,-1.43,71
024426.OF,南方稳航120天滚动持有C,债券型,债券型-主动,0.13,0.37,0.99,0.67,0.0,-1.51,71
023453.OF,汇添富稳恒6个月持有A,债券型,债券型-主动,0.16,0.27,0.64,0.39,0.03,-3.5,112
023454.OF,汇添富稳恒6个月持有C,债券型,债券型-主动,0.14,0.24,0.58,0.37,0.04,-3.88,112
025230.OF,中信建投欣享C,债券型,债券型-主动,0.1,0.2,0.36,0.16,0.08,-10.06,192
025229.OF,中信建投欣享A,债券型,债券型-主动,0.12,0.24,0.41,0.17,0.08,-9.16,192
025236.OF,中信建投悠享12个月持有A,债券型,债券型-主动,0.11,0.12,1.0,0.69,0.43,-1.44,192
025237.OF,中信建投悠享12个月持有C,债券型,债券型-主动,0.1,0.09,0.95,0.69,0.44,-1.52,192
025524.OF,宏利中短债D,债券型,债券型-主动,0.11,0.25,0.48,0.44,0.3,-3.43,192
025410.OF,汇添富双享回报D,债券型,债券型-主动,-0.41,-0.99,0.75,4.54,2.14,-0.27,192
025463.OF,汇添富稳健回报D,债券型,债券型-主动,0.82,1.18,2.37,2.1,1.12,0.18,192
025465.OF,汇添富双颐D,债券型,债券型-主动,0.3,0.34,2.11,3.49,1.68,0.03,192
025297.OF,泰康悦享120天持有C,债券型,债券型-主动,0.15,0.4,0.64,0.29,0.02,-4.66,76
025296.OF,泰康悦享120天持有A,债券型,债券型-主动,0.16,0.42,0.7,0.28,0.01,-4.6,76
024517.OF,海富通聚益优选三个月持有A,债券型,债券型-主动,-0.01,0.07,0.29,0.43,0.3,-3.96,176
024540.OF,英大安瑞6个月定开A,债券型,债券型-主动,0.11,0.23,0.29,0.21,0.13,-8.04,194
024541.OF,英大安瑞6个月定开C,债券型,债券型-主动,0.09,0.2,0.24,0.21,0.13,-8.31,195
024518.OF,海富通聚益优选三个月持有C,债券型,债券型-主动,-0.03,0.04,0.25,0.43,0.31,-4.04,176
025482.OF,东方红信用债D,债券型,债券型-主动,-0.08,-0.02,0.55,0.97,0.7,-1.5,198
023579.OF,博时四月兴120天持有A,债券型,债券型-主动,0.11,0.37,0.64,0.3,0.05,-4.51,176
023580.OF,博时四月兴120天持有C,债券型,债券型-主动,0.09,0.34,0.58,0.29,0.05,-4.85,176
024136.OF,中泰双益C,债券型,债券型-主动,-0.01,0.69,0.69,1.78,1.04,-0.73,176
024135.OF,中泰双益A,债券型,债券型-主动,0.02,0.74,0.77,1.8,0.99,-0.68,176
024963.OF,宏利集享C,债券型,债券型-主动,0.03,0.44,1.45,1.72,1.36,-0.32,168
024962.OF,宏利集享A,债券型,债券型-主动,0.06,0.49,1.54,1.72,1.32,-0.27,168
025235.OF,中信建投悦享6个月持有C,债券型,债券型-主动,0.15,-0.02,1.4,0.92,0.71,-0.65,202
025234.OF,中信建投悦享6个月持有A,债券型,债券型-主动,0.16,0.01,1.46,0.92,0.71,-0.59,202
025464.OF,国泰可转债D,债券型,债券型-主动,-2.66,-7.69,2.97,17.34,8.56,0.06,204
025414.OF,汇添富双利增强B,债券型,债券型-主动,-0.26,-0.26,1.27,5.13,2.45,-0.14,202
025413.OF,汇添富可转债D,债券型,债券型-主动,-1.55,-2.06,3.42,9.96,4.4,0.14,202
025354.OF,汇添富双利D,债券型,债券型-主动,0.22,0.51,1.59,3.32,1.43,-0.12,206
025109.OF,嘉实汇利120天滚动持有纯债A,债券型,债券型-主动,0.11,0.24,0.51,0.27,0.02,-5.53,100
025110.OF,嘉实汇利120天滚动持有纯债C,债券型,债券型-主动,0.1,0.21,0.45,0.25,0.03,-6.17,100
025375.OF,鹏华稳健添利F,债券型,债券型-主动,-0.01,0.25,0.97,1.25,0.55,-0.83,208
024300.OF,交银120天滚动持有A,债券型,债券型-主动,0.19,0.27,0.4,0.34,0.04,-4.69,116
024840.OF,汇添富稳弘纯债C,债券型,债券型-主动,0.1,0.26,0.5,0.19,0.04,-7.81,178
024839.OF,汇添富稳弘纯债A,债券型,债券型-主动,0.12,0.29,0.54,0.19,0.03,-7.8,178
024301.OF,交银120天滚动持有C,债券型,债券型-主动,0.17,0.24,0.35,0.33,0.03,-5.02,116
023653.OF,安信鑫利30天持有A,债券型,债券型-主动,0.13,0.22,0.39,0.21,0.08,-7.74,178
023654.OF,安信鑫利30天持有C,债券型,债券型-主动,0.12,0.2,0.35,0.2,0.08,-8.25,178
025400.OF,南方昌元可转债B,债券型,债券型-主动,-4.3,-7.74,8.7,19.81,8.78,0.34,211
025372.OF,景顺长城景颐裕利F,债券型,债券型-主动,0.04,0.16,1.08,1.95,0.74,-0.47,214
025088.OF,富国安景120天滚动持有C,债券型,债券型-主动,0.25,0.33,0.57,0.73,0.04,-1.95,88
025087.OF,富国安景120天滚动持有A,债券型,债券型-主动,0.26,0.33,0.59,0.75,0.03,-1.89,88
024296.OF,华夏6个月持有A,债券型,债券型-主动,-0.14,0.05,0.55,0.58,0.3,-2.51,207
023811.OF,兴业恒泰A,债券型,债券型-主动,0.14,-0.17,0.48,1.14,0.72,-1.34,156
024297.OF,华夏6个月持有C,债券型,债券型-主动,-0.15,0.03,0.52,0.58,0.3,-2.56,207
025239.OF,兴业瑞丰6个月C,债券型,债券型-主动,0.32,0.57,0.78,0.3,0.06,-3.99,99
023812.OF,兴业恒泰C,债券型,债券型-主动,0.12,-0.21,0.4,1.14,0.73,-1.41,156
023225.OF,景顺长城180天持有C,债券型,债券型-主动,0.31,0.24,0.37,0.55,0.24,-2.99,127
023224.OF,景顺长城180天持有A,债券型,债券型-主动,0.32,0.27,0.42,0.54,0.22,-2.94,127
025138.OF,民生加银聚益纯债C,债券型,债券型-主动,0.19,0.37,0.66,0.44,0.55,-3.05,220
024527.OF,路博迈旭航C,债券型,债券型-主动,0.1,0.19,0.37,0.22,0.14,-7.57,186
024526.OF,路博迈旭航A,债券型,债券型-主动,0.12,0.23,0.43,0.23,0.13,-6.78,186
023308.OF,方正富邦稳鑫纯债C,债券型,债券型-主动,0.13,0.25,0.17,0.39,0.27,-4.66,218
024523.OF,国联安双月鑫60天滚动持有A,债券型,债券型-主动,0.09,0.14,0.26,0.12,0.02,-14.97,190
024524.OF,国联安双月鑫60天滚动持有C,债券型,债券型-主动,0.06,0.1,0.19,0.11,0.02,-17.23,190
025307.OF,华宝宝康债券D,债券型,债券型-主动,0.01,-0.12,1.22,2.83,2.87,-0.28,223
025336.OF,博时稳健回报E,债券型,债券型-主动,-0.44,-0.47,1.43,2.15,1.34,-0.27,222
