ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
015925.OF,万家鑫融纯债A,债券型,债券型-主动,0.12,0.28,0.5,1.42,2.55,-1.06,455
016126.OF,景顺长城景泰永利纯债A,债券型,债券型-主动,0.05,0.32,0.46,1.14,1.32,-1.35,455
016127.OF,景顺长城景泰永利纯债C,债券型,债券型-主动,0.04,0.31,0.44,1.14,1.36,-1.37,455
015926.OF,万家鑫融纯债C,债券型,债券型-主动,0.1,0.24,0.4,1.15,2.15,-1.39,455
016213.OF,中银证券安添3个月定开C,债券型,债券型-主动,0.2,0.45,0.86,3.09,4.65,-0.37,455
014969.OF,中信建投景润3个月定开C,债券型,债券型-主动,0.08,0.13,0.49,0.5,0.67,-3.01,455
014452.OF,天弘惠享一年定开,债券型,债券型-主动,0.17,0.3,0.48,0.6,0.34,-2.54,454
014968.OF,中信建投景润3个月定开A,债券型,债券型-主动,0.09,0.17,0.55,0.5,0.61,-2.88,455
016540.OF,中加颐鑫纯债C,债券型,债券型-主动,0.16,0.34,0.46,1.03,1.51,-1.5,455
016142.OF,华安沣悦A,债券型,债券型-主动,0.2,0.16,0.91,1.29,1.06,-0.84,455
016479.OF,易方达裕丰回报C,债券型,债券型-主动,0.83,0.78,2.82,3.21,2.63,0.25,455
016143.OF,华安沣悦C,债券型,债券型-主动,0.17,0.11,0.84,1.29,1.1,-0.9,455
014474.OF,中欧安悦一年定开,债券型,债券型-主动,0.16,0.53,0.81,1.77,3.25,-0.67,455
016235.OF,浦银安盛普诚纯债A,债券型,债券型-主动,0.17,0.38,0.52,1.71,2.27,-0.87,455
016536.OF,中加颐享纯债C,债券型,债券型-主动,0.19,0.39,0.41,0.96,1.61,-1.65,455
016236.OF,浦银安盛普诚纯债C,债券型,债券型-主动,0.15,0.33,0.46,1.56,2.16,-0.99,455
014778.OF,国寿安保安和纯债,债券型,债券型-主动,0.12,0.38,0.51,1.29,2.16,-1.15,455
008569.OF,中航瑞智纯债A,债券型,债券型-主动,-0.06,0.17,0.28,1.04,1.61,-1.65,455
008570.OF,中航瑞智纯债C,债券型,债券型-主动,-0.07,0.15,0.25,1.05,1.68,-1.67,455
016497.OF,建信鑫享短债D,债券型,债券型-主动,0.12,0.21,0.36,0.18,0.09,-9.12,455
016296.OF,英大通佑一年定开纯债,债券型,债券型-主动,0.13,0.34,0.46,1.14,1.7,-1.35,455
016302.OF,兴业180天持有C,债券型,债券型-主动,0.15,0.34,0.77,0.83,1.07,-1.49,455
016427.OF,汇添富丰利短债D,债券型,债券型-主动,0.12,0.19,0.31,0.12,0.05,-13.65,455
016474.OF,交银稳固收益C,债券型,债券型-主动,-0.4,-0.09,1.05,1.77,1.2,-0.54,455
016301.OF,兴业180天持有A,债券型,债券型-主动,0.16,0.37,0.79,0.82,1.04,-1.47,455
014444.OF,汇丰晋信丰盈C,债券型,债券型-主动,0.1,0.25,0.34,0.9,1.5,-1.85,455
014992.OF,嘉合磐恒C,债券型,债券型-主动,0.06,0.13,0.23,0.24,0.26,-7.52,455
014443.OF,汇丰晋信丰盈A,债券型,债券型-主动,0.12,0.28,0.39,0.9,1.43,-1.79,455
014991.OF,嘉合磐恒A,债券型,债券型-主动,0.08,0.17,0.31,0.24,0.25,-7.03,455
016025.OF,工银稳健丰瑞90天持有C,债券型,债券型-主动,0.11,0.22,0.37,0.3,0.31,-5.41,455
016024.OF,工银稳健丰瑞90天持有A,债券型,债券型-主动,0.13,0.25,0.42,0.3,0.31,-5.32,455
015730.OF,东海鑫宁利率债三个月定开,债券型,债券型-主动,0.12,0.7,1.23,2.29,2.27,-0.34,230
016241.OF,嘉实稳泽纯债C,债券型,债券型-主动,0.12,0.31,0.66,0.6,1.08,-2.22,455
015335.OF,上银慧信利三个月定开,债券型,债券型-主动,0.2,0.4,0.69,0.93,1.13,-1.41,455
015464.OF,兴全兴益A,债券型,债券型-主动,-0.34,0.27,2.45,2.18,1.62,0.21,455
015465.OF,兴全兴益C,债券型,债券型-主动,-0.36,0.23,2.39,2.17,1.65,0.18,455
014785.OF,华安添顺,债券型,债券型-主动,0.11,0.31,0.6,0.53,0.61,-2.63,455
014391.OF,华安添信,债券型,债券型-主动,0.13,0.37,0.51,0.44,0.58,-3.41,455
015653.OF,鹏华永平6个月定开,债券型,债券型-主动,0.07,0.24,0.33,0.59,0.44,-2.82,455
016472.OF,天弘增益回报D,债券型,债券型-主动,0.23,-0.04,1.43,2.04,1.2,-0.28,454
016081.OF,财通资管通达稳健3个月持有C,债券型,债券型-主动,0.15,0.26,1.17,1.23,0.87,-0.68,444
016403.OF,财通多利E,债券型,债券型-主动,0.15,0.25,0.42,0.19,0.09,-8.47,455
016080.OF,财通资管通达稳健3个月持有A,债券型,债券型-主动,0.17,0.29,1.22,1.24,0.87,-0.63,444
015938.OF,平安盈福6个月持有A,债券型,债券型-主动,-0.06,0.14,1.03,1.69,1.28,-0.58,440
015939.OF,平安盈福6个月持有C,债券型,债券型-主动,-0.09,0.08,0.94,1.69,1.29,-0.63,440
016015.OF,博远利兴纯债一年定开,债券型,债券型-主动,-0.8,-0.64,-0.38,1.64,2.26,-1.45,455
016190.OF,国联恒通纯债C,债券型,债券型-主动,0.12,0.27,0.28,0.59,0.42,-2.92,455
016189.OF,国联恒通纯债A,债券型,债券型-主动,0.13,0.29,0.34,0.6,0.35,-2.79,455
015606.OF,广发集祥A,债券型,债券型-主动,-3.65,-3.15,-2.69,3.31,4.24,-1.42,455
015607.OF,广发集祥C,债券型,债券型-主动,-3.67,-3.18,-2.75,3.3,4.25,-1.44,455
016295.OF,新华利率债E,债券型,债券型-主动,0.1,0.36,0.47,7.96,23.09,-0.19,455
016160.OF,天弘安恒60天滚动持有C,债券型,债券型-主动,0.15,0.27,0.48,0.2,0.1,-7.52,454
014486.OF,汇添富淳享一年定开A,债券型,债券型-主动,0.1,0.17,0.61,1.06,1.28,-1.3,455
014343.OF,泰康丰盛纯债一年定开,债券型,债券型-主动,0.44,-1.44,-0.96,3.55,2.49,-0.83,115
013214.OF,大摩安盈稳固六个月持有A,债券型,债券型-主动,0.18,0.41,1.39,1.03,0.49,-0.59,455
014823.OF,长信稳兴三个月定开A,债券型,债券型-主动,0.11,0.24,0.2,1.3,2.21,-1.38,455
880002.OF,招商资管招朝鑫中短债A,债券型,债券型-主动,0.15,0.25,0.47,0.21,0.15,-7.38,455
970182.OF,招商资管招朝鑫中短债C,债券型,债券型-主动,0.13,0.22,0.41,0.21,0.16,-7.75,455
013215.OF,大摩安盈稳固六个月持有C,债券型,债券型-主动,0.16,0.37,1.31,1.03,0.55,-0.67,455
014824.OF,长信稳兴三个月定开C,债券型,债券型-主动,0.09,0.21,0.17,1.13,1.99,-1.62,455
015909.OF,方正富邦鸿远C,债券型,债券型-主动,-0.88,-0.75,-0.35,5.46,10.35,-0.43,454
015908.OF,方正富邦鸿远A,债券型,债券型-主动,-0.86,-0.74,-0.31,5.46,10.23,-0.42,454
016034.OF,建信鑫福60天持有中短债A,债券型,债券型-主动,0.16,0.3,0.5,0.22,0.11,-6.71,455
015805.OF,景顺长城景颐尊利A,债券型,债券型-主动,-0.13,0.34,2.08,3.52,3.64,0.02,455
014816.OF,财通资管鸿慧中短债C,债券型,债券型-主动,0.11,0.19,0.3,0.29,0.15,-5.95,455
014815.OF,财通资管鸿慧中短债A,债券型,债券型-主动,0.13,0.23,0.38,0.3,0.15,-5.5,455
015830.OF,平安惠复纯债A,债券型,债券型-主动,0.09,0.38,0.57,0.91,1.01,-1.57,455
015831.OF,平安惠复纯债C,债券型,债券型-主动,0.1,0.38,0.57,3.56,5.23,-0.4,455
014817.OF,财通资管鸿慧中短债E,债券型,债券型-主动,0.12,0.21,0.33,0.29,0.15,-5.71,455
015806.OF,景顺长城景颐尊利C,债券型,债券型-主动,-0.16,0.29,2.0,3.53,3.67,-0.0,455
016035.OF,建信鑫福60天持有中短债C,债券型,债券型-主动,0.15,0.28,0.47,0.22,0.11,-6.81,455
016141.OF,汇添富稳瑞30天滚动中短债C,债券型,债券型-主动,0.09,0.15,0.26,0.13,0.05,-13.27,455
016140.OF,汇添富稳瑞30天滚动中短债A,债券型,债券型-主动,0.1,0.17,0.3,0.13,0.04,-12.97,455
014290.OF,南方晨利一年定开,债券型,债券型-主动,0.12,0.32,0.57,2.09,3.21,-0.69,455
015832.OF,永赢宏泰A,债券型,债券型-主动,0.13,0.24,0.39,0.6,0.69,-2.66,455
015833.OF,永赢宏泰C,债券型,债券型-主动,0.11,0.21,0.05,0.59,0.65,-3.33,455
016270.OF,博时富鑫纯债C,债券型,债券型-主动,0.14,0.38,0.71,1.89,2.24,-0.68,455
015164.OF,鑫元晟利一年定开,债券型,债券型-主动,0.14,0.29,0.55,3.4,5.7,-0.43,455
016194.OF,恒生前海恒悦纯债C,债券型,债券型-主动,0.2,0.43,0.65,0.94,0.51,-1.44,455
015883.OF,平安盈泽1年持有C,债券型,债券型-主动,-0.36,-0.05,1.54,1.97,1.55,-0.23,440
016193.OF,恒生前海恒悦纯债A,债券型,债券型-主动,0.2,0.43,0.66,0.93,0.49,-1.44,455
016038.OF,汇添富丰润中短债C,债券型,债券型-主动,0.14,0.26,0.5,0.38,0.33,-3.98,455
016039.OF,汇添富丰润中短债E,债券型,债券型-主动,0.15,0.29,0.54,0.38,0.32,-3.88,455
015882.OF,平安盈泽1年持有A,债券型,债券型-主动,-0.34,-0.01,1.61,1.98,1.53,-0.2,440
015654.OF,交银稳鑫短债D,债券型,债券型-主动,0.12,0.18,0.3,0.11,0.02,-15.4,455
016255.OF,中信保诚优胜精选C,稳定增值型,债券型-主动,-1.1,-0.9,4.52,10.29,9.17,0.24,455
015333.OF,天弘合利A,债券型,债券型-主动,0.16,0.36,0.6,1.19,1.51,-1.18,454
015334.OF,天弘合利C,债券型,债券型-主动,0.16,0.35,0.58,1.19,1.57,-1.19,454
014966.OF,永赢坤益,债券型,债券型-主动,0.11,0.3,0.3,2.7,5.05,-0.63,455
015910.OF,鑫元裕丰,债券型,债券型-主动,0.12,0.31,0.33,0.62,0.5,-2.68,455
015811.OF,兴全恒泰一年定开,债券型,债券型-主动,0.2,0.42,0.81,1.22,2.14,-0.98,455
015629.OF,招商添兴6个月定开A,债券型,债券型-主动,0.11,0.25,0.31,0.69,0.18,-2.47,455
016112.OF,国投瑞银顺熙一年定开,债券型,债券型-主动,0.23,0.51,0.9,1.14,1.6,-0.96,455
016094.OF,华泰紫金添鑫30天滚动中短债C,债券型,债券型-主动,0.12,0.21,0.35,0.16,0.06,-10.5,455
016172.OF,鹏扬利泽D,债券型,债券型-主动,0.16,0.25,0.41,3.34,4.48,-0.48,455
016093.OF,华泰紫金添鑫30天滚动中短债A,债券型,债券型-主动,0.14,0.24,0.4,0.17,0.05,-9.7,455
015315.OF,富国汇享三个月定开A,债券型,债券型-主动,0.25,0.33,2.65,1.3,0.87,0.5,455
015979.OF,安信恒鑫增强C,债券型,债券型-主动,0.18,1.73,2.92,2.51,2.19,0.37,455
014955.OF,国联安添益增长A,债券型,债券型-主动,-0.44,-0.85,0.03,1.21,0.93,-1.63,455
015316.OF,富国汇享三个月定开C,债券型,债券型-主动,0.23,0.3,2.61,1.31,0.92,0.47,455
015978.OF,安信恒鑫增强A,债券型,债券型-主动,0.2,1.76,2.97,2.5,2.18,0.39,455
014956.OF,国联安添益增长C,债券型,债券型-主动,-0.45,-0.87,-0.01,1.2,0.93,-1.67,455
015853.OF,汇添富稳安三个月持有A,债券型,债券型-主动,0.18,0.3,0.91,0.65,0.67,-1.67,455
015854.OF,汇添富稳安三个月持有C,债券型,债券型-主动,0.16,0.27,0.87,0.65,0.76,-1.73,455
015855.OF,汇添富稳安三个月持有E,债券型,债券型-主动,0.17,0.29,0.9,0.66,0.68,-1.67,455
016107.OF,红土创新丰源中短债B,债券型,债券型-主动,0.08,0.11,0.12,3.29,5.96,-0.57,455
015851.OF,南华瑞诚一年定开,债券型,债券型-主动,0.24,0.49,0.74,0.32,0.23,-3.9,455
015597.OF,方正富邦稳泓3个月定开,债券型,债券型-主动,0.16,0.35,0.47,1.94,3.1,-0.79,454
014510.OF,圆信永丰聚兴一年定开,债券型,债券型-主动,0.18,0.32,0.6,0.42,0.35,-3.34,455
015943.OF,上银慧享利30天滚动中短债C,债券型,债券型-主动,0.13,0.21,0.32,0.14,0.05,-11.93,455
015942.OF,上银慧享利30天滚动中短债A,债券型,债券型-主动,0.13,0.22,0.35,0.15,0.04,-11.14,455
015869.OF,中银誉享一年定开,债券型,债券型-主动,0.22,0.49,0.95,2.92,4.27,-0.36,455
016017.OF,长盛恒盛利率债C,债券型,债券型-主动,0.03,1.29,2.35,2.67,3.76,0.13,455
015918.OF,兴业30天滚动中短债C,债券型,债券型-主动,0.11,0.17,0.27,0.15,0.07,-11.8,455
015917.OF,兴业30天滚动中短债A,债券型,债券型-主动,0.12,0.19,0.31,0.15,0.07,-11.01,455
015835.OF,汇添富鑫和纯债C,债券型,债券型-主动,0.13,0.27,0.26,0.8,1.16,-2.19,455
015501.OF,中银恒嘉60天滚动持有E,债券型,债券型-主动,0.13,0.24,0.37,0.23,0.16,-7.01,455
015362.OF,汇添富鑫裕一年定开A,债券型,债券型-主动,0.19,0.37,0.66,2.29,3.86,-0.59,455
016016.OF,长盛恒盛利率债A,债券型,债券型-主动,,1.28,2.35,2.67,3.67,0.13,455
015834.OF,汇添富鑫和纯债A,债券型,债券型-主动,0.17,0.33,0.35,0.79,1.06,-2.09,455
015959.OF,太平嘉和三个月定开,债券型,债券型-主动,-0.01,0.12,2.0,1.98,1.33,-0.0,455
015949.OF,上银聚恒益一年定开,债券型,债券型-主动,0.13,0.33,0.6,1.18,1.9,-1.18,455
015783.OF,创金合信稳健添利C,债券型,债券型-主动,-0.72,-0.29,1.44,2.39,1.46,-0.24,455
015782.OF,创金合信稳健添利A,债券型,债券型-主动,-0.72,-0.29,1.44,2.39,1.46,-0.23,455
015858.OF,浦银安盛盛嘉一年定开,债券型,债券型-主动,0.18,0.35,0.66,0.35,0.25,-3.8,455
016047.OF,鹏扬利鑫60天滚动E,债券型,债券型-主动,0.13,0.24,0.42,0.17,0.1,-9.09,455
014073.OF,汇安裕同纯债C,债券型,债券型-主动,0.09,0.21,0.11,1.67,2.95,-1.13,455
015815.OF,浦银安盛稳鑫120天滚动中短债A,债券型,债券型-主动,0.16,0.28,0.47,0.19,0.12,-8.01,455
014072.OF,汇安裕同纯债A,债券型,债券型-主动,0.09,0.21,0.12,1.66,2.9,-1.13,455
015816.OF,浦银安盛稳鑫120天滚动中短债C,债券型,债券型-主动,0.15,0.25,0.44,0.19,0.13,-8.32,455
015479.OF,国联益泓90天滚动A,债券型,债券型-主动,0.13,0.34,1.0,0.44,0.27,-2.27,454
014721.OF,富国碳中和一年定开,债券型,债券型-主动,0.18,0.29,0.46,1.51,2.37,-1.02,455
015480.OF,国联益泓90天滚动C,债券型,债券型-主动,0.12,0.32,0.97,0.44,0.28,-2.37,454
015552.OF,中加安盈一年定开,债券型,债券型-主动,0.14,0.34,0.63,2.93,4.33,-0.47,455
015721.OF,平安元悦60天滚动持有短债C,债券型,债券型-主动,0.11,0.2,0.27,0.17,0.08,-10.42,455
015404.OF,嘉实90天滚动A,债券型,债券型-主动,0.13,0.23,0.4,0.14,0.04,-11.61,455
015405.OF,嘉实90天滚动C,债券型,债券型-主动,0.12,0.2,0.36,0.13,0.04,-12.69,455
015810.OF,国泰海通君添利中短债C,债券型,债券型-主动,0.13,0.24,0.45,4.23,6.7,-0.37,455
015720.OF,平安元悦60天滚动持有短债A,债券型,债券型-主动,0.14,0.23,0.31,0.17,0.08,-9.86,455
015809.OF,国泰海通君添利中短债A,债券型,债券型-主动,0.14,0.25,0.48,4.21,6.55,-0.36,455
014387.OF,光大尊利纯债一年定开,债券型,债券型-主动,0.11,0.33,0.33,2.08,3.02,-0.8,455
015470.OF,华安添锦,债券型,债券型-主动,0.13,0.45,0.7,0.9,1.18,-1.44,455
014876.OF,长城瑞利纯债A,债券型,债券型-主动,0.13,0.17,-0.79,4.02,8.14,-0.69,455
014877.OF,长城瑞利纯债C,债券型,债券型-主动,0.11,0.14,-0.86,4.03,8.3,-0.71,455
014060.OF,富国安慧C,债券型,债券型-主动,0.11,0.22,0.36,0.18,0.06,-9.11,455
014059.OF,富国安慧A,债券型,债券型-主动,0.12,0.24,0.39,0.18,0.06,-8.7,455
015747.OF,博时四月享120天持有C,债券型,债券型-主动,0.12,0.24,0.39,0.15,0.08,-10.51,455
015969.OF,博时富尊纯债一年定开,债券型,债券型-主动,1.34,1.52,2.1,2.05,0.55,0.05,137
015746.OF,博时四月享120天持有A,债券型,债券型-主动,0.14,0.27,0.45,0.16,0.07,-9.96,455
014388.OF,渤海汇金兴宸一年定开,债券型,债券型-主动,-0.66,-0.5,-0.29,1.01,0.86,-2.26,455
013352.OF,中加聚安60天滚动中短债C,债券型,债券型-主动,0.16,0.27,0.42,0.34,0.15,-4.7,455
013351.OF,中加聚安60天滚动中短债A,债券型,债券型-主动,0.18,0.29,0.47,0.34,0.14,-4.5,455
015935.OF,广发景华纯债C,债券型,债券型-主动,0.23,0.44,0.63,1.64,1.96,-0.84,455
015866.OF,中信建投景泰C,债券型,债券型-主动,0.12,0.19,0.34,2.97,4.71,-0.56,455
015340.OF,同泰泰享中短债A,债券型,债券型-主动,0.11,0.19,0.26,0.38,0.25,-4.56,455
014710.OF,平安惠韵纯债A,债券型,债券型-主动,0.18,0.39,0.59,0.64,0.36,-2.2,455
014711.OF,平安惠韵纯债C,债券型,债券型-主动,0.17,0.39,0.58,0.65,0.36,-2.2,455
014384.OF,国投瑞银顺腾一年定开,债券型,债券型-主动,0.09,0.25,0.42,0.89,1.6,-1.78,455
015243.OF,东兴连裕6个月滚动A,债券型,债券型-主动,-0.29,0.04,0.04,1.38,1.95,-1.42,455
015580.OF,中金金誉,债券型,债券型-主动,0.14,0.03,0.33,0.95,1.25,-1.75,455
015244.OF,东兴连裕6个月滚动C,债券型,债券型-主动,-0.31,0.02,-0.02,1.38,2.02,-1.46,455
015865.OF,中信建投景泰A,债券型,债券型-主动,0.14,0.22,0.4,3.56,5.4,-0.45,455
015341.OF,同泰泰享中短债C,债券型,债券型-主动,0.11,0.18,0.24,0.38,0.25,-4.64,455
015342.OF,同泰泰享中短债E,债券型,债券型-主动,0.09,0.16,0.21,0.38,0.26,-4.68,455
015003.OF,中邮尊佑一年定开,债券型,债券型-主动,0.41,0.55,0.95,1.05,0.33,-1.0,103
015263.OF,淳厚稳荣一年定开,债券型,债券型-主动,0.1,0.17,0.21,2.0,2.17,-0.89,455
015659.OF,中信建投景晟A,债券型,债券型-主动,0.07,0.37,0.21,2.19,4.16,-0.82,455
015660.OF,中信建投景晟C,债券型,债券型-主动,0.06,0.35,0.17,2.2,4.28,-0.83,455
015824.OF,博时月月乐同业存单30天持有,债券型,债券型-主动,0.12,0.18,0.29,0.13,0.04,-12.84,455
014385.OF,华富安业一年持有A,债券型,债券型-主动,-0.43,-0.2,1.17,1.91,1.36,-0.43,455
015620.OF,英大安悦纯债A,债券型,债券型-主动,0.16,0.37,0.51,2.19,3.46,-0.68,455
014386.OF,华富安业一年持有C,债券型,债券型-主动,-0.44,-0.22,1.12,1.91,1.38,-0.46,455
015621.OF,英大安悦纯债C,债券型,债券型-主动,0.14,0.34,0.47,1.36,2.15,-1.13,455
015539.OF,富国元利A,债券型,债券型-主动,-0.11,0.57,4.51,3.57,2.17,0.7,455
015540.OF,富国元利C,债券型,债券型-主动,-0.13,0.52,4.45,3.56,2.21,0.69,455
014965.OF,国投瑞银顺和一年定开,债券型,债券型-主动,0.1,0.33,0.34,1.18,1.53,-1.41,455
970170.OF,兴证资管金麒麟悦享添利30天滚动持有C,债券型,债券型-主动,0.13,0.21,0.35,0.21,0.07,-7.73,455
014281.OF,农银汇理金鸿C,债券型,债券型-主动,0.15,0.24,0.35,0.23,0.13,-7.2,455
014240.OF,农银汇理金鸿A,债券型,债券型-主动,0.15,0.25,0.37,0.23,0.13,-7.17,455
970169.OF,兴证资管金麒麟悦享添利30天滚动持有B,债券型,债券型-主动,0.15,0.27,0.45,0.22,0.07,-7.02,455
013723.OF,上银聚顺益一年定开,债券型,债券型-主动,0.17,0.33,0.45,2.09,3.38,-0.74,455
970168.OF,兴证资管金麒麟悦享添利30天滚动持有A,债券型,债券型-主动,0.14,0.23,0.39,0.22,0.06,-7.3,455
015070.OF,华宝安宜六个月持有C,债券型,债券型-主动,-0.59,-0.99,0.11,1.29,1.06,-1.47,455
015069.OF,华宝安宜六个月持有A,债券型,债券型-主动,-0.58,-0.96,0.17,1.3,1.01,-1.41,455
015848.OF,天弘合益D,债券型,债券型-主动,0.17,0.37,0.61,1.4,2.5,-0.99,454
015397.OF,博时富鸿金融债3个月定开A,债券型,债券型-主动,0.14,0.27,0.5,3.1,4.35,-0.49,455
015661.OF,天弘同利D,债券型,债券型-主动,0.12,0.28,0.39,0.32,0.29,-5.1,454
015438.OF,中银荣享,债券型,债券型-主动,0.16,0.31,0.37,3.95,6.04,-0.41,455
013667.OF,中加瑞鸿一年定开,债券型,债券型-主动,0.1,0.35,0.54,0.81,0.63,-1.81,455
013579.OF,鹏扬丰利一年持有A,债券型,债券型-主动,,0.02,0.92,0.9,0.57,-1.19,455
013580.OF,鹏扬丰利一年持有C,债券型,债券型-主动,-0.03,-0.02,0.87,0.9,0.58,-1.25,455
015542.OF,东兴兴福一年定开C,债券型,债券型-主动,1.26,0.98,2.2,2.79,1.39,0.07,111
015612.OF,东方红短债E,债券型,债券型-主动,0.12,0.2,0.33,0.15,0.08,-11.18,455
970166.OF,招商资管增益添彩一个月持有中短债C,债券型,债券型-主动,0.08,0.18,0.38,0.32,0.24,-5.15,455
014743.OF,恒生前海恒源嘉利C,债券型,债券型-主动,0.21,0.52,0.98,0.77,0.38,-1.32,455
014742.OF,恒生前海恒源嘉利A,债券型,债券型-主动,0.23,0.53,1.01,0.76,0.24,-1.31,455
015748.OF,上银可转债精选C,债券型,债券型-主动,-2.05,-3.56,2.4,10.06,8.0,0.04,455
970165.OF,招商资管增益添彩一个月持有中短债A,债券型,债券型-主动,0.1,0.21,0.44,0.32,0.19,-4.93,455
882118.OF,招商资管增益添彩一个月持有中短债D,债券型,债券型-主动,0.11,0.22,0.45,0.32,0.17,-4.85,455
014856.OF,建信鑫享短债A,债券型,债券型-主动,0.13,0.22,0.39,0.19,0.1,-8.6,455
014858.OF,建信鑫享短债F,债券型,债券型-主动,0.13,0.22,0.39,0.18,0.1,-8.92,455
014857.OF,建信鑫享短债C,债券型,债券型-主动,0.12,0.21,0.36,0.18,0.1,-9.07,455
014779.OF,尚正臻利A,债券型,债券型-主动,0.13,0.34,0.89,0.98,1.03,-1.13,455
014780.OF,尚正臻利C,债券型,债券型-主动,0.15,0.38,0.93,0.97,1.05,-1.1,455
014469.OF,平安元和90天滚动持有短债C,债券型,债券型-主动,0.12,0.21,0.28,0.18,0.09,-9.36,455
014468.OF,平安元和90天滚动持有短债A,债券型,债券型-主动,0.14,0.24,0.33,0.19,0.09,-8.95,455
014925.OF,天弘优利短债C,债券型,债券型-主动,0.14,0.24,0.41,0.2,0.12,-7.81,454
014924.OF,天弘优利短债A,债券型,债券型-主动,0.14,0.26,0.45,0.21,0.11,-7.46,454
015706.OF,诺德安元纯债,债券型,债券型-主动,0.07,0.13,0.18,0.52,0.41,-3.51,455
015723.OF,长城久悦C,债券型,债券型-主动,-1.48,-3.07,10.04,9.71,6.37,0.83,455
015616.OF,天弘丰益C,债券型,债券型-主动,0.08,0.28,0.43,1.62,2.18,-0.97,454
015615.OF,天弘丰益A,债券型,债券型-主动,0.09,0.29,0.45,1.76,2.6,-0.88,454
015330.OF,财通资管睿达一年定开,债券型,债券型-主动,0.17,0.33,0.48,0.51,0.58,-2.99,455
014637.OF,国联安中短债C,债券型,债券型-主动,0.15,0.25,0.41,0.25,0.2,-6.49,455
015736.OF,长盛盛裕纯债D,债券型,债券型-主动,0.27,0.6,0.33,1.54,2.52,-1.08,455
014636.OF,国联安中短债A,债券型,债券型-主动,0.16,0.29,0.46,0.25,0.19,-6.22,455
014993.OF,广发景宏A,债券型,债券型-主动,0.16,0.37,0.5,0.8,1.21,-1.87,455
015307.OF,华泰紫金智享一年定开,债券型,债券型-主动,0.18,0.42,0.68,0.45,0.4,-2.9,455
010577.OF,汇安永福90天持有中短债A,债券型,债券型-主动,0.16,0.3,0.47,0.28,0.1,-5.51,455
015523.OF,华商鸿盛纯债,债券型,债券型-主动,0.12,0.52,0.33,2.98,3.81,-0.56,454
010578.OF,汇安永福90天持有中短债C,债券型,债券型-主动,0.15,0.27,0.43,0.27,0.11,-5.74,455
015517.OF,建信鑫恒120天滚动中短债C,债券型,债券型-主动,0.16,0.28,0.46,0.17,0.08,-9.06,455
015120.OF,中银沃享一年定开,债券型,债券型-主动,0.22,0.4,0.87,2.24,2.17,-0.5,136
015516.OF,建信鑫恒120天滚动中短债A,债券型,债券型-主动,0.17,0.29,0.49,0.17,0.09,-8.88,455
015168.OF,平安盈瑞六个月持有A,债券型,债券型-主动,-0.53,-0.33,0.62,1.46,1.16,-0.94,440
014738.OF,广发恒祥A,债券型,债券型-主动,-0.08,-0.92,1.14,2.35,1.72,-0.37,455
015632.OF,大成惠瑞一年定开,债券型,债券型-主动,0.19,0.53,0.89,2.3,3.6,-0.48,455
015169.OF,平安盈瑞六个月持有C,债券型,债券型-主动,-0.56,-0.38,0.53,1.46,1.21,-1.0,440
014739.OF,广发恒祥C,债券型,债券型-主动,-0.1,-0.95,1.08,2.34,1.83,-0.39,455
015672.OF,中加丰裕纯债C,债券型,债券型-主动,0.1,0.25,0.33,1.51,3.01,-1.11,455
015371.OF,中加聚享增盈A,债券型,债券型-主动,-0.05,-0.33,1.71,2.19,2.33,-0.13,455
015449.OF,太平安元C,债券型,债券型-主动,-0.43,-0.61,10.19,8.14,2.17,1.01,455
015372.OF,中加聚享增盈C,债券型,债券型-主动,-0.08,-0.39,1.63,2.18,2.41,-0.17,455
015437.OF,太平安元A,债券型,债券型-主动,-0.4,-0.59,-0.09,2.6,2.14,-0.81,455
015240.OF,山证资管裕享增强C,债券型,债券型-主动,-0.11,-0.1,-0.25,4.12,4.32,-0.55,455
015603.OF,国泰海通君得盛C,债券型,债券型-主动,-0.26,0.07,0.72,2.09,1.75,-0.61,455
015239.OF,山证资管裕享增强A,债券型,债券型-主动,-0.09,-0.05,-0.17,4.12,4.3,-0.53,455
014846.OF,博时恒乐A,债券型,债券型-主动,-0.2,-0.99,0.86,2.31,1.57,-0.49,455
014748.OF,西部利得季季稳90天滚动A,债券型,债券型-主动,0.21,0.36,0.59,0.26,0.16,-5.35,455
015403.OF,长江丰瑞3个月持有C,债券型,债券型-主动,0.03,0.16,0.89,0.69,0.61,-1.62,455
014847.OF,博时恒乐C,债券型,债券型-主动,-0.22,-1.03,0.79,2.3,1.58,-0.53,455
009109.OF,博远增益纯债A,债券型,债券型-主动,0.09,0.22,0.38,1.02,1.25,-1.58,455
015402.OF,长江丰瑞3个月持有A,债券型,债券型-主动,0.04,0.19,0.93,0.69,0.6,-1.56,455
009110.OF,博远增益纯债C,债券型,债券型-主动,0.08,0.2,0.35,0.96,1.14,-1.71,455
014749.OF,西部利得季季稳90天滚动C,债券型,债券型-主动,0.2,0.33,0.55,0.26,0.18,-5.6,455
015500.OF,山证资管裕辰,债券型,债券型-主动,0.15,0.35,0.51,0.47,0.29,-3.16,455
014769.OF,财通资管双福9个月持有A,债券型,债券型-主动,-0.28,-0.1,0.81,1.63,1.61,-0.73,455
