ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
970114.OF,兴证资管金麒麟兴睿优选C,混合型,混合型-偏股,-1.18,-1.01,-0.63,7.97,7.05,-0.33,455
012287.OF,东海启航6个月持有A,混合型,混合型-偏股,1.25,1.08,8.35,7.58,6.13,0.84,454
013377.OF,东海启航6个月持有C,混合型,混合型-偏股,1.24,1.07,8.31,7.58,6.16,0.83,454
970112.OF,兴证资管金麒麟兴睿优选A,混合型,混合型-偏股,-1.14,-0.94,-0.52,7.97,7.0,-0.32,455
013852.OF,中信建投低碳成长C,混合型,混合型-偏股,-2.09,-7.9,5.8,22.39,18.52,0.17,455
970113.OF,兴证资管金麒麟兴睿优选B,混合型,混合型-偏股,-1.13,-0.94,-0.51,7.97,7.01,-0.32,455
013851.OF,中信建投低碳成长A,混合型,混合型-偏股,-2.06,-7.83,5.89,22.39,18.47,0.17,455
013553.OF,汇添富成长领先C,混合型,混合型-偏股,0.79,2.34,9.06,18.64,14.34,0.38,455
014346.OF,银华消费主题C,混合型,混合型-偏股,-8.07,-6.44,-7.84,12.56,21.39,-0.78,455
012653.OF,易方达优势领航六个月持有C,混合型,混合型-偏股,1.71,0.8,7.96,18.41,16.08,0.32,446
014216.OF,嘉实绝对收益策略C,混合型,混合型-偏股,-0.21,0.29,0.72,2.35,1.91,-0.55,455
012849.OF,大成悦享生活C,混合型,混合型-偏股,-5.86,-6.56,-6.31,14.37,15.13,-0.58,455
012263.OF,华宝可持续发展主题C,混合型,混合型-偏股,1.19,2.62,12.6,16.2,19.23,0.65,455
013552.OF,汇添富成长领先A,混合型,混合型-偏股,0.83,2.41,9.18,18.64,14.32,0.39,455
012250.OF,安信平衡增利A,混合型,混合型-偏股,-0.07,4.14,7.64,7.99,8.02,0.71,455
012652.OF,易方达优势领航六个月持有A,混合型,混合型-偏股,1.73,0.84,8.02,18.42,16.06,0.33,446
012848.OF,大成悦享生活A,混合型,混合型-偏股,-5.82,-6.49,-6.19,14.38,14.91,-0.57,455
012251.OF,安信平衡增利C,混合型,混合型-偏股,-0.1,4.09,7.54,7.99,8.04,0.69,455
012262.OF,华宝可持续发展主题A,混合型,混合型-偏股,1.22,2.66,12.7,16.21,19.21,0.66,455
014243.OF,富国新材料新能源C,混合型,混合型-偏股,-8.15,-13.66,3.22,26.14,28.74,0.05,455
012167.OF,浦银安盛颐享稳健养老目标一年持有A,混合型,混合型-偏股,-0.27,0.2,1.94,3.19,3.5,-0.02,444
014422.OF,弘毅远方消费升级C,混合型,混合型-偏股,-8.8,-14.0,11.73,24.84,24.15,0.39,455
012334.OF,上银慧尚6个月持有A,混合型,混合型-偏股,-0.21,0.34,1.91,2.37,1.45,-0.04,455
012335.OF,上银慧尚6个月持有C,混合型,混合型-偏股,-0.25,0.29,1.83,2.36,1.45,-0.07,455
012556.OF,长盛景气优选,混合型,混合型-偏股,-4.13,-7.92,-5.4,13.64,17.95,-0.54,455
013840.OF,银华集成电路A,混合型,混合型-偏股,-1.14,-7.54,16.48,26.38,14.72,0.55,455
013630.OF,嘉实均衡臻选一年持有A,混合型,混合型-偏股,-3.87,-3.08,4.96,13.45,11.76,0.22,455
013991.OF,中欧港股通精选一年持有A,混合型,混合型-偏股,-9.08,-6.65,1.92,18.47,19.97,-0.0,455
013337.OF,创金合信宜久来福3个月持有A,混合型,混合型-偏股,0.02,-0.02,0.39,1.95,1.72,-0.83,443
013992.OF,中欧港股通精选一年持有C,混合型,混合型-偏股,-9.16,-6.77,1.72,18.47,20.01,-0.02,455
014039.OF,交银启诚C,混合型,混合型-偏股,-2.72,0.31,8.42,10.43,8.53,0.62,455
011314.OF,农银汇理创新成长,混合型,混合型-偏股,-4.47,-2.67,0.16,11.24,12.71,-0.16,455
013338.OF,创金合信宜久来福3个月持有C,混合型,混合型-偏股,0.02,-0.02,0.35,1.95,1.74,-0.84,443
013841.OF,银华集成电路C,混合型,混合型-偏股,-1.15,-7.57,16.44,26.38,14.74,0.55,455
014038.OF,交银启诚A,混合型,混合型-偏股,-2.67,0.41,8.6,10.44,8.51,0.63,455
013631.OF,嘉实均衡臻选一年持有C,混合型,混合型-偏股,-3.91,-3.15,4.83,13.45,11.78,0.21,455
012965.OF,招商瑞泰1年持有A,混合型,混合型-偏股,-0.06,0.22,3.92,3.26,2.33,0.59,455
012966.OF,招商瑞泰1年持有C,混合型,混合型-偏股,-0.08,0.18,3.84,3.26,2.36,0.57,455
014185.OF,招商专精特新A,股票型,主动股票型,-1.61,-5.14,12.77,20.57,17.74,0.52,455
013960.OF,万家新机遇成长一年持有A,混合型,混合型-偏股,-1.96,-1.52,,17.49,13.22,0.0,455
012766.OF,广发大盘价值C,混合型,混合型-偏股,-2.87,-0.17,1.15,10.29,8.37,-0.08,455
012411.OF,海富通成长领航C,混合型,混合型-偏股,2.64,1.56,2.6,24.08,25.73,0.02,454
012765.OF,广发大盘价值A,混合型,混合型-偏股,-2.84,-0.13,1.22,10.29,8.36,-0.08,455
014161.OF,易方达悦融一年持有C,混合型,混合型-偏股,-0.48,0.38,1.82,2.44,1.37,-0.07,455
013961.OF,万家新机遇成长一年持有C,混合型,混合型-偏股,-2.0,-1.58,-0.1,17.49,13.25,-0.12,455
012410.OF,海富通成长领航A,混合型,混合型-偏股,2.7,1.65,2.75,24.08,25.7,0.03,454
014171.OF,富国新兴成长量化精选C,混合型,混合型-偏股,-0.17,-2.76,8.84,14.87,12.89,0.46,455
014186.OF,招商专精特新C,股票型,主动股票型,-1.66,-5.23,12.59,20.56,17.8,0.51,455
012095.OF,长信颐和养老(FOF)A,混合型,混合型-偏股,-1.32,-1.82,3.98,8.22,7.47,0.24,441
013254.OF,华安优享稳健养老目标一年持有A,混合型,混合型-偏股,-0.16,0.27,1.58,2.09,1.3,-0.2,440
014160.OF,易方达悦融一年持有A,混合型,混合型-偏股,-0.45,0.46,1.95,2.43,1.35,-0.02,455
014233.OF,博时专精特新主题C,混合型,混合型-偏股,0.85,-0.39,11.46,15.86,16.78,0.6,455
011842.OF,嘉实兴锐优选一年持有C,混合型,混合型-偏股,-1.02,-1.5,7.81,15.27,16.43,0.38,455
014362.OF,睿远稳进配置两年持有A,混合型,混合型-偏股,-1.07,-0.49,-0.02,5.69,6.21,-0.35,455
014232.OF,博时专精特新主题A,混合型,混合型-偏股,0.89,-0.34,11.57,15.87,16.76,0.6,455
014363.OF,睿远稳进配置两年持有C,混合型,混合型-偏股,-1.09,-0.53,-0.1,5.69,6.23,-0.37,455
013566.OF,华夏军工安全C,灵活配置型,混合型-平衡,4.66,0.25,28.23,22.77,16.69,1.15,455
011841.OF,嘉实兴锐优选一年持有A,混合型,混合型-偏股,-0.98,-1.43,7.94,15.27,16.4,0.39,455
009467.OF,红土创新科技创新3个月定开A,混合型,混合型-偏股,-10.31,7.31,-10.37,46.97,23.95,-0.26,139
013173.OF,红土创新科技创新3个月定开C,混合型,混合型-偏股,-10.38,7.19,-10.55,46.97,24.0,-0.27,139
012703.OF,华夏核心成长A,混合型,混合型-偏股,3.04,-3.83,7.27,22.5,20.36,0.23,455
013385.OF,信澳优势价值A,混合型,混合型-偏股,1.65,-11.73,5.91,20.53,18.12,0.19,455
014349.OF,银华鑫锐灵活配置C,灵活配置型,混合型-平衡,1.05,0.77,6.48,8.56,6.43,0.52,455
014080.OF,交银启汇C,混合型,混合型-偏股,-4.64,-4.8,-1.06,14.13,11.3,-0.22,455
014036.OF,博时成长回报A,混合型,混合型-偏股,0.12,-1.87,3.35,24.89,24.21,0.05,455
013386.OF,信澳优势价值C,混合型,混合型-偏股,1.61,-11.81,5.76,20.53,18.18,0.18,455
014052.OF,银华港股通精选C,股票型,主动股票型,-7.83,-10.41,-5.76,17.13,19.59,-0.45,455
012710.OF,华夏核心成长C,混合型,混合型-偏股,2.99,-3.91,7.13,22.49,20.39,0.23,455
014037.OF,博时成长回报C,混合型,混合型-偏股,0.07,-1.93,3.22,24.89,24.23,0.05,455
012439.OF,东方红睿和三年持有C,混合型,混合型-偏股,-2.22,-1.64,8.67,18.1,19.03,0.37,455
014095.OF,南方誉盈一年持有C,混合型,混合型-偏股,-0.58,-0.49,2.37,4.08,3.7,0.09,455
014149.OF,景顺长城安鼎一年持有C,混合型,混合型-偏股,-0.86,0.71,2.74,5.43,5.93,0.14,455
014094.OF,南方誉盈一年持有A,混合型,混合型-偏股,-0.54,-0.43,2.5,4.09,3.67,0.12,455
014148.OF,景顺长城安鼎一年持有A,混合型,混合型-偏股,-0.84,0.75,2.82,5.44,5.91,0.15,455
169109.OF,东方红睿和三年持有A,混合型,混合型-偏股,-2.2,-1.59,8.76,18.09,19.01,0.37,455
014181.OF,富国大盘价值C,混合型,混合型-偏股,-0.46,1.39,1.64,8.78,6.62,-0.04,455
013778.OF,交银兴享一年持有A,混合型,混合型-偏股,-1.1,-1.08,3.35,6.69,5.76,0.2,444
970102.OF,兴证资管金麒麟兴享优选C,混合型,混合型-偏股,4.88,0.4,0.09,31.56,24.04,-0.06,455
011804.OF,景顺长城宁景6个月持有C,混合型,混合型-偏股,0.27,-0.71,3.51,5.29,5.27,0.29,455
013896.OF,宝盈成长精选C,混合型,混合型-偏股,1.11,0.22,14.89,18.74,17.79,0.69,455
011803.OF,景顺长城宁景6个月持有A,混合型,混合型-偏股,0.3,-0.66,3.6,5.3,5.25,0.3,455
014044.OF,银华富利精选C,混合型,混合型-偏股,-4.81,-4.89,-1.21,16.14,21.26,-0.2,455
013779.OF,交银兴享一年持有C,混合型,混合型-偏股,-1.13,-1.13,3.25,6.69,5.79,0.19,444
970101.OF,兴证资管金麒麟兴享优选B,混合型,混合型-偏股,4.93,0.47,0.21,31.56,24.0,-0.06,455
014045.OF,银华积极成长C,混合型,混合型-偏股,0.69,0.47,4.4,11.47,10.08,0.21,455
970100.OF,兴证资管金麒麟兴享优选A,混合型,混合型-偏股,4.92,0.47,0.21,31.57,24.01,-0.06,455
013895.OF,宝盈成长精选A,混合型,混合型-偏股,1.14,0.27,14.99,18.75,17.76,0.69,455
012657.OF,建信龙祥稳进6个月持有C,混合型,混合型-偏股,-0.64,-0.26,1.58,3.74,4.03,-0.11,440
013941.OF,东吴医疗服务C,股票型,主动股票型,-4.04,-7.14,-3.83,27.49,30.34,-0.21,455
013490.OF,同泰金融精选A,股票型,主动股票型,-6.88,-11.78,-10.17,20.86,21.47,-0.58,455
013981.OF,光大恒鑫C,混合型,混合型-偏股,-0.64,-1.19,4.68,7.05,7.48,0.38,455
013662.OF,华安研究领航C,混合型,混合型-偏股,0.01,-0.46,5.59,17.05,15.23,0.21,455
013726.OF,惠升惠诚稳健一年持有A,混合型,混合型-偏股,1.28,0.91,3.97,4.72,4.07,0.42,454
013687.OF,平安成长龙头1年持有A,混合型,混合型-偏股,0.35,-1.21,7.54,20.14,21.58,0.28,455
013985.OF,融通稳健增利6个月持有A,混合型,混合型-偏股,-0.76,-0.46,2.42,3.74,3.24,0.11,454
013940.OF,东吴医疗服务A,股票型,主动股票型,-4.02,-7.11,-3.79,27.49,30.23,-0.21,455
013727.OF,惠升惠诚稳健一年持有C,混合型,混合型-偏股,1.25,0.86,3.88,4.72,4.09,0.4,454
011980.OF,国富匠心精选A,混合型,混合型-偏股,3.54,4.89,11.58,15.2,14.01,0.63,455
013661.OF,华安研究领航A,混合型,混合型-偏股,0.05,-0.39,5.72,17.06,15.2,0.22,455
013980.OF,光大恒鑫A,混合型,混合型-偏股,-0.61,-1.14,4.76,7.05,7.47,0.39,455
013688.OF,平安成长龙头1年持有C,混合型,混合型-偏股,0.3,-1.31,7.35,20.14,21.62,0.27,455
013491.OF,同泰金融精选C,股票型,主动股票型,-6.9,-11.83,-10.23,20.86,21.63,-0.59,455
012656.OF,建信龙祥稳进6个月持有A,混合型,混合型-偏股,-0.62,-0.23,1.63,3.74,4.01,-0.1,440
014382.OF,博时国企改革主题C,股票型,主动股票型,0.17,3.54,8.61,13.5,12.93,0.49,455
011981.OF,国富匠心精选C,混合型,混合型-偏股,3.48,4.79,11.41,15.2,14.05,0.62,455
013986.OF,融通稳健增利6个月持有C,混合型,混合型-偏股,-0.78,-0.48,2.38,3.73,3.25,0.1,454
014145.OF,长信先进装备三个月持有C,混合型,混合型-偏股,-2.42,-3.98,0.55,15.83,14.57,-0.09,455
014144.OF,长信先进装备三个月持有A,混合型,混合型-偏股,-2.39,-3.93,0.63,15.83,14.55,-0.09,455
013464.OF,大成致远优势一年持有C,混合型,混合型-偏股,0.18,-0.35,3.25,7.07,7.58,0.18,455
014381.OF,长城久源C,灵活配置型,混合型-平衡,2.02,0.72,14.39,19.17,13.6,0.65,455
013826.OF,天弘永丰稳健养老目标一年持有A,混合型,混合型-偏股,-1.03,-0.91,0.28,2.07,1.61,-0.83,440
013463.OF,大成致远优势一年持有A,混合型,混合型-偏股,0.2,-0.3,3.33,7.07,7.55,0.19,455
014380.OF,建信中国制造2025C,股票型,主动股票型,1.08,-4.24,12.28,24.37,23.33,0.42,455
014048.OF,银华鑫盛灵活C,灵活配置型,混合型-平衡,-2.6,-6.91,2.04,13.74,10.65,0.0,455
014042.OF,银华心诚C,灵活配置型,混合型-平衡,-8.11,-9.79,-7.82,12.61,16.21,-0.78,455
013884.OF,交银主题优选C,灵活配置型,混合型-平衡,0.35,-1.06,10.19,10.28,9.06,0.8,455
014282.OF,中信保诚成长动力C,混合型,混合型-偏股,1.69,-4.12,1.71,27.71,18.81,-0.01,455
014063.OF,景顺长城专精特新量化优选C,股票型,主动股票型,0.63,-2.79,12.32,17.44,18.67,0.59,455
013665.OF,银河成长优选一年持有A,混合型,混合型-偏股,-5.04,-6.71,0.01,14.31,12.04,-0.14,455
014335.OF,中信保诚周期轮动C,混合型,混合型-偏股,0.44,-3.7,14.25,19.93,22.44,0.61,455
013794.OF,富国智浦精选12个月持有C,混合型,混合型-偏股,-1.55,-1.99,4.6,12.5,11.48,0.21,444
013293.OF,长城健康消费A,混合型,混合型-偏股,-8.2,-10.62,-6.57,16.27,21.41,-0.53,455
013666.OF,银河成长优选一年持有C,混合型,混合型-偏股,-5.06,-6.76,-0.06,14.31,12.12,-0.14,455
013793.OF,富国智浦精选12个月持有A,混合型,混合型-偏股,-1.53,-1.94,4.69,12.5,11.46,0.22,444
014062.OF,景顺长城专精特新量化优选A,股票型,主动股票型,0.65,-2.74,12.41,17.45,18.65,0.6,455
013191.OF,国联景惠C,混合型,混合型-偏股,-0.11,0.22,0.73,0.95,0.86,-1.34,455
013238.OF,财通均衡优选一年持有A,混合型,混合型-偏股,5.35,3.4,11.3,22.16,14.73,0.42,455
506007.OF,广发科创板两年定开,混合型,混合型-偏股,-3.96,-5.93,-2.54,19.87,15.49,-0.23,455
014164.OF,富国融享18个月C,混合型,混合型-偏股,0.28,-0.45,9.79,14.03,13.29,0.56,455
013239.OF,财通均衡优选一年持有C,混合型,混合型-偏股,5.3,3.31,11.12,22.15,14.84,0.41,455
013190.OF,国联景惠A,混合型,混合型-偏股,-0.08,0.27,0.81,0.95,0.83,-1.25,455
013933.OF,工银睿智进取一年C,股票型,主动股票型,-4.0,-6.79,4.98,16.21,12.76,0.18,455
014061.OF,浦银安盛战略新兴产业C,混合型,混合型-偏股,-2.04,-1.81,0.96,10.13,9.31,-0.1,455
010217.OF,中银添禧丰禄稳健养老目标一年持有A,混合型,混合型-偏股,-0.9,-0.88,0.98,3.14,2.18,-0.32,440
013812.OF,景顺长城景气进取A,混合型,混合型-偏股,4.41,7.12,18.74,15.36,14.37,1.09,455
013929.OF,中银证券恒瑞9个月持有A,混合型,混合型-偏股,0.39,,3.39,4.13,3.04,0.34,455
012159.OF,财通资管健康产业A,混合型,混合型-偏股,-6.59,-8.22,-6.08,20.87,26.94,-0.39,455
013813.OF,景顺长城景气进取C,混合型,混合型-偏股,4.37,7.04,18.6,15.36,14.41,1.08,455
014275.OF,易方达北交所精选两年定开A,混合型,混合型-偏股,-5.42,-10.44,-1.78,23.13,25.19,-0.16,455
013329.OF,嘉实全球价值机会美元现汇,股票型,主动股票型,-2.45,-0.95,1.78,11.25,11.98,-0.02,444
011903.OF,南方领航优选A,混合型,混合型-偏股,0.22,-10.75,5.45,20.25,15.39,0.17,455
014276.OF,易方达北交所精选两年定开C,混合型,混合型-偏股,-5.45,-10.5,-1.87,23.12,25.21,-0.17,455
014280.OF,汇添富北交所创新精选两年定开C,混合型,混合型-偏股,-10.19,-10.8,2.5,26.32,21.51,0.02,455
014277.OF,万家北交所慧选两年定开A,混合型,混合型-偏股,3.87,5.18,-18.61,46.91,31.14,-0.44,121
012160.OF,财通资管健康产业C,混合型,混合型-偏股,-6.61,-8.27,-6.16,20.87,27.09,-0.39,455
014278.OF,万家北交所慧选两年定开C,混合型,混合型-偏股,3.77,5.06,-19.21,47.34,31.61,-0.45,121
013930.OF,中银证券恒瑞9个月持有C,混合型,混合型-偏股,0.38,-0.02,3.36,4.13,3.05,0.33,455
014274.OF,广发北交所精选两年定开C,混合型,混合型-偏股,-3.47,-8.26,1.64,19.41,15.54,-0.02,455
013357.OF,大摩沪港深精选C,混合型,混合型-偏股,-8.44,-9.18,-8.6,27.53,33.76,-0.38,455
014270.OF,嘉实北交所精选两年定开C,混合型,混合型-偏股,-4.1,-9.31,2.45,20.85,21.59,0.02,455
014279.OF,汇添富北交所创新精选两年定开A,混合型,混合型-偏股,-10.16,-10.76,2.58,26.33,21.5,0.02,455
014294.OF,南方北交所精选两年定开,混合型,混合型-偏股,-5.07,-8.61,-0.26,17.7,18.36,-0.13,455
014272.OF,大成北交所两年定开C,混合型,混合型-偏股,-5.43,-10.22,-0.61,20.16,20.45,-0.13,455
013328.OF,嘉实全球价值机会人民币,股票型,主动股票型,-3.08,-2.39,-0.41,11.2,11.74,-0.22,444
014273.OF,广发北交所精选两年定开A,混合型,混合型-偏股,-3.44,-8.22,1.73,19.41,15.52,-0.01,455
013356.OF,大摩沪港深精选A,混合型,混合型-偏股,-8.4,-9.12,-8.51,27.53,33.63,-0.38,455
014269.OF,嘉实北交所精选两年定开A,混合型,混合型-偏股,-4.07,-9.25,2.57,20.85,21.56,0.03,455
011904.OF,南方领航优选C,混合型,混合型-偏股,0.18,-10.81,5.32,20.26,15.47,0.16,455
014283.OF,华夏北交所创新中小企业精选两年定开,混合型,混合型-偏股,-6.08,-9.74,0.81,21.92,16.56,-0.05,455
014271.OF,大成北交所两年定开A,混合型,混合型-偏股,-5.41,-10.18,-0.53,20.16,20.43,-0.13,455
014127.OF,融通核心价值C,混合型,混合型-偏股,-5.77,-5.25,2.94,18.96,19.26,0.05,444
014143.OF,银河创新成长C,混合型,混合型-偏股,-4.45,-11.07,3.78,26.67,19.68,0.07,455
011688.OF,易方达龙头优选两年持有C,混合型,混合型-偏股,-4.67,-1.76,-1.0,11.36,12.22,-0.26,455
011687.OF,易方达龙头优选两年持有A,混合型,混合型-偏股,-4.63,-1.7,-0.92,11.36,12.2,-0.26,455
014260.OF,万家新机遇龙头企业C,灵活配置型,混合型-平衡,-1.4,-0.72,1.11,19.75,18.28,-0.04,455
014064.OF,银华农业产业C,股票型,主动股票型,3.26,5.81,5.23,14.22,16.64,0.23,455
014096.OF,交银经济新动力C,混合型,混合型-偏股,-0.25,-0.54,7.31,12.48,8.81,0.43,455
014162.OF,万家人工智能C,混合型,混合型-偏股,-2.05,-8.55,-3.63,27.21,23.99,-0.21,455
013636.OF,国投瑞银策略回报A,混合型,混合型-偏股,-0.8,-3.64,5.46,17.19,15.55,0.2,455
012182.OF,广发沪港深精选A,混合型,混合型-偏股,-14.24,-21.25,1.18,22.73,26.68,-0.04,455
012183.OF,广发沪港深精选C,混合型,混合型-偏股,-14.27,-21.32,1.32,22.76,26.73,-0.03,455
013637.OF,国投瑞银策略回报C,混合型,混合型-偏股,-0.82,-3.68,5.37,17.2,15.57,0.2,455
014047.OF,银华盛世精选C,灵活配置型,混合型-平衡,-4.04,-4.22,-3.03,10.02,13.89,-0.5,455
013887.OF,华商新能源汽车C,混合型,混合型-偏股,-1.24,-1.39,5.48,22.2,18.74,0.16,454
013886.OF,华商新能源汽车A,混合型,混合型-偏股,-1.22,-1.35,5.57,22.19,18.73,0.16,454
012523.OF,国联高质量成长A,混合型,混合型-偏股,-6.83,-11.65,-10.46,18.75,20.11,-0.66,455
012189.OF,华安优势龙头C,混合型,混合型-偏股,-2.03,-2.69,5.0,16.62,14.02,0.18,455
012065.OF,嘉实民安添复一年持有A,混合型,混合型-偏股,-0.89,-1.97,0.19,3.12,2.33,-0.58,455
012524.OF,国联高质量成长C,混合型,混合型-偏股,-6.86,-11.7,-10.55,18.74,20.15,-0.67,455
013390.OF,华夏成长先锋一年持有C,混合型,混合型-偏股,1.95,-2.28,10.5,18.58,14.09,0.46,455
013389.OF,华夏成长先锋一年持有A,混合型,混合型-偏股,2.0,-2.19,10.65,18.59,14.04,0.47,455
012188.OF,华安优势龙头A,混合型,混合型-偏股,-2.0,-2.64,5.09,16.62,14.0,0.19,455
013647.OF,汇添富经典价值成长一年持有,混合型,混合型-偏股,-0.56,-2.12,4.67,14.21,10.71,0.19,440
012066.OF,嘉实民安添复一年持有C,混合型,混合型-偏股,-0.91,-2.01,0.12,3.12,2.38,-0.6,455
013107.OF,华夏先进制造龙头A,混合型,混合型-偏股,2.37,-2.23,3.41,24.29,15.44,0.06,455
013108.OF,华夏先进制造龙头C,混合型,混合型-偏股,2.34,-2.29,3.29,24.27,15.47,0.05,455
970093.OF,兴证资管金麒麟均衡优选A,混合型,混合型-偏股,-4.59,-3.39,0.3,10.03,8.7,-0.17,455
970094.OF,兴证资管金麒麟均衡优选B,混合型,混合型-偏股,-4.58,-3.39,0.31,10.03,8.7,-0.17,455
970095.OF,兴证资管金麒麟均衡优选C,混合型,混合型-偏股,-4.62,-3.45,0.19,10.03,8.75,-0.18,455
013968.OF,广发恒享一年持有C,混合型,混合型-偏股,-1.2,-2.36,1.65,4.14,3.13,-0.08,455
013967.OF,广发恒享一年持有A,混合型,混合型-偏股,-1.17,-2.31,1.74,4.15,3.08,-0.06,455
013079.OF,方正富邦策略轮动C,混合型,混合型-偏股,-2.39,-4.82,0.59,9.36,7.57,-0.15,454
013525.OF,富国悦享回报12个月持有C,混合型,混合型-偏股,0.4,0.44,6.13,4.65,3.02,0.89,455
013885.OF,交银阿尔法C,混合型,混合型-偏股,-2.78,-0.82,-3.02,12.59,12.15,-0.4,455
013524.OF,富国悦享回报12个月持有A,混合型,混合型-偏股,0.41,0.48,6.19,4.65,3.0,0.9,455
014106.OF,融通成长30C,灵活配置型,混合型-平衡,5.36,8.63,28.44,18.14,15.3,1.46,454
014112.OF,嘉实对冲套利C,混合型,混合型-偏股,-0.66,-0.47,-1.21,2.47,4.26,-1.3,455
014109.OF,融通内需驱动C,混合型,混合型-偏股,0.94,1.02,15.56,13.57,9.05,1.0,454
013078.OF,方正富邦策略轮动A,混合型,混合型-偏股,-2.34,-4.74,0.74,9.37,7.47,-0.13,454
013786.OF,兴全积极配置C,混合型,混合型-偏股,-2.24,-2.1,2.3,10.77,10.49,0.03,440
013883.OF,交银启明C,混合型,混合型-偏股,4.19,8.07,11.52,20.58,16.04,0.46,455
013935.OF,长江红利回报C,混合型,混合型-偏股,-2.99,1.08,1.89,9.65,7.02,-0.01,455
012177.OF,华泰保兴价值成长C,混合型,混合型-偏股,1.15,2.06,9.07,10.84,6.33,0.65,455
013934.OF,长江红利回报A,混合型,混合型-偏股,-2.98,1.12,1.96,9.65,7.02,-0.0,455
014043.OF,银华心怡C,灵活配置型,混合型-平衡,-7.6,-9.59,-7.97,12.52,15.87,-0.8,455
010641.OF,财通稳进回报6个月持有C,混合型,混合型-偏股,-0.33,-0.65,1.45,2.85,2.66,-0.19,455
013787.OF,交银智选星光C,混合型,混合型-偏股,0.5,-0.46,8.27,16.48,16.65,0.38,444
013963.OF,华夏创新视野一年持有C,混合型,混合型-偏股,-5.34,-6.8,4.44,16.21,14.4,0.15,455
012132.OF,华泰保兴价值成长A,混合型,混合型-偏股,1.16,2.09,9.11,10.84,6.33,0.66,455
013832.OF,中欧汇选C,混合型,混合型-偏股,-5.64,-5.98,-2.56,11.0,11.08,-0.41,441
013962.OF,华夏创新视野一年持有A,混合型,混合型-偏股,-5.29,-6.72,4.58,16.21,14.35,0.16,455
010640.OF,财通稳进回报6个月持有A,混合型,混合型-偏股,-0.32,-0.62,1.49,2.85,2.66,-0.18,455
012479.OF,汇安信泰稳健一年持有A,混合型,混合型-偏股,-0.13,-0.66,0.68,1.38,1.01,-0.95,455
013755.OF,中银证券内需增长A,混合型,混合型-偏股,1.65,-4.72,2.02,20.31,19.41,0.0,455
013756.OF,中银证券内需增长C,混合型,混合型-偏股,1.64,-4.77,1.95,20.31,19.43,-0.0,455
013999.OF,中欧瑾添C,混合型,混合型-偏股,0.06,0.01,4.56,4.11,2.62,0.62,455
012530.OF,永赢惠添盈一年持有,混合型,混合型-偏股,-4.86,-8.78,10.42,22.46,14.06,0.38,455
013300.OF,工银价值稳健6个月持有(FOF)A,混合型,混合型-偏股,-0.74,-0.45,1.39,2.87,2.26,-0.21,440
013769.OF,博时稳益9个月持有A,混合型,混合型-偏股,-0.21,-1.11,0.55,2.36,1.67,-0.62,455
014150.OF,新华鑫益A,灵活配置型,混合型-平衡,-1.55,-3.04,8.6,9.68,6.09,0.68,455
012925.OF,华夏新时代美元现钞,灵活配置型,混合型-平衡,-3.27,-4.87,10.25,21.25,20.99,0.39,444
013770.OF,博时稳益9个月持有C,混合型,混合型-偏股,-0.23,-1.15,0.49,2.35,1.68,-0.64,455
013998.OF,中欧瑾添A,混合型,混合型-偏股,0.07,0.02,4.58,4.11,2.6,0.63,455
012529.OF,广发鑫睿一年持有C,混合型,混合型-偏股,-0.9,-1.09,5.42,14.33,12.57,0.24,455
012924.OF,华夏新时代美元现汇,灵活配置型,混合型-平衡,-3.27,-4.87,10.25,21.25,20.99,0.39,444
012892.OF,安信优质企业三年持有A,混合型,混合型-偏股,-4.47,-5.73,-2.16,16.37,16.94,-0.25,455
012770.OF,光大创新生活A,混合型,混合型-偏股,-3.18,-3.88,-0.88,12.09,12.18,-0.24,455
012528.OF,广发鑫睿一年持有A,混合型,混合型-偏股,-0.86,-1.02,5.55,14.32,12.53,0.25,455
014003.OF,浦银安盛增长动力C,灵活配置型,混合型-平衡,-0.11,0.98,11.29,18.78,20.23,0.49,455
012893.OF,安信优质企业三年持有C,混合型,混合型-偏股,-4.49,-5.79,-2.26,16.37,16.97,-0.26,455
013512.OF,汇添富添福增长稳健养老目标一年持有A,混合型,混合型-偏股,-0.67,-0.23,4.85,3.67,2.71,0.78,440
012480.OF,汇安信泰稳健一年持有C,混合型,混合型-偏股,-0.16,-0.71,0.61,1.38,1.06,-1.01,455
012880.OF,国泰景气优选A,混合型,混合型-偏股,-2.66,-5.66,8.72,13.79,13.57,0.49,455
012881.OF,国泰景气优选C,混合型,混合型-偏股,-2.68,-5.7,8.63,13.79,13.6,0.48,455
013301.OF,工银价值稳健6个月持有(FOF)C,混合型,混合型-偏股,-0.76,-0.49,1.3,2.87,2.29,-0.24,440
013782.OF,浙商汇金卓越配置一年持有B,混合型,混合型-偏股,-0.42,-0.79,2.72,9.16,14.48,0.08,444
013781.OF,浙商汇金卓越配置一年持有A,混合型,混合型-偏股,-0.47,-0.84,2.65,9.16,14.49,0.07,444
014029.OF,浦银安盛红利精选C,混合型,混合型-偏股,1.11,2.99,5.59,9.39,8.13,0.38,455
012485.OF,建信汇益一年持有A,混合型,混合型-偏股,-1.19,-1.1,0.62,2.42,1.86,-0.57,455
012486.OF,建信汇益一年持有C,混合型,混合型-偏股,-1.22,-1.15,0.54,2.41,1.88,-0.61,455
