ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
018835.OF,广发成长启航A,混合型,混合型-偏股,-0.72,-6.23,11.36,21.39,16.72,0.44,455
019159.OF,中欧产业领航A,混合型,混合型-偏股,-0.46,-3.38,0.06,21.92,22.46,-0.09,455
020567.OF,泓德智选启航A,混合型,混合型-偏股,0.21,0.04,7.21,10.62,9.74,0.49,455
020568.OF,泓德智选启航C,混合型,混合型-偏股,0.19,-0.01,7.12,10.62,9.77,0.48,455
020510.OF,金鹰科技致远A,混合型,混合型-偏股,-4.22,-5.34,10.3,19.9,19.61,0.42,455
019160.OF,中欧产业领航C,混合型,混合型-偏股,-0.49,-3.45,-0.06,21.92,22.49,-0.09,455
018836.OF,广发成长启航C,混合型,混合型-偏股,-0.76,-6.28,11.25,21.39,16.75,0.43,455
020099.OF,万家惠诚回报平衡一年持有C,混合型,混合型-偏股,-0.9,-1.75,-0.31,2.79,2.07,-0.83,455
020098.OF,万家惠诚回报平衡一年持有A,混合型,混合型-偏股,-0.88,-1.71,-0.23,2.79,2.06,-0.8,455
020969.OF,中信保诚全球商品主题C,混合型,混合型-偏股,-0.1,1.62,9.59,15.9,11.47,0.48,444
020654.OF,恒生前海兴泰C,混合型,混合型-偏股,2.43,4.55,5.92,8.1,5.36,0.48,455
020653.OF,恒生前海兴泰A,混合型,混合型-偏股,2.46,4.61,6.02,8.1,5.35,0.5,455
020722.OF,国寿安保数字经济A,股票型,主动股票型,7.0,23.42,28.46,23.77,22.32,1.11,455
020723.OF,国寿安保数字经济C,股票型,主动股票型,6.97,23.36,28.35,23.76,22.34,1.11,455
019997.OF,长信优势行业A,混合型,混合型-偏股,-5.32,-6.98,-4.5,13.5,13.69,-0.48,455
019998.OF,长信优势行业C,混合型,混合型-偏股,-5.36,-7.05,-4.62,13.5,13.72,-0.49,455
020977.OF,银华长荣C,混合型,混合型-偏股,-0.42,0.44,2.29,8.18,6.2,0.03,455
020661.OF,中加科技创新A,混合型,混合型-偏股,-3.19,-2.91,2.03,31.13,25.84,0.0,455
020662.OF,中加科技创新C,混合型,混合型-偏股,-3.22,-2.98,1.93,31.13,25.87,-0.0,455
019917.OF,富国医药创新C,股票型,主动股票型,-9.03,-8.35,-7.43,25.18,26.54,-0.37,455
020334.OF,华夏聚安优选三个月持有C,混合型,混合型-偏股,-0.25,0.05,0.41,0.9,0.66,-1.78,440
020333.OF,华夏聚安优选三个月持有A,混合型,混合型-偏股,-0.22,0.09,0.48,0.9,0.64,-1.69,440
019916.OF,富国医药创新A,股票型,主动股票型,-9.01,-8.29,-7.32,25.18,26.32,-0.37,455
020929.OF,国投瑞银新活力定开D,混合型,混合型-偏股,-0.47,-0.69,3.5,4.58,5.51,0.33,455
020970.OF,益民品质升级C,灵活配置型,混合型-平衡,-1.88,-3.43,-2.93,9.36,7.3,-0.53,455
020957.OF,中银全球策略C,混合型,混合型-偏股,-1.49,-2.72,-1.03,15.51,14.52,-0.2,444
016783.OF,平安养老目标日期2050三年持有,混合型,混合型-偏股,-1.4,-1.9,3.24,8.5,6.69,0.15,440
020637.OF,华泰紫金价值远见18个月持有A,混合型,混合型-偏股,-0.17,1.18,6.8,11.15,11.78,0.43,455
020638.OF,华泰紫金价值远见18个月持有C,混合型,混合型-偏股,-0.21,1.1,6.67,11.14,11.82,0.42,455
020964.OF,安信企业价值优选C,灵活配置型,混合型-平衡,-1.99,1.48,2.87,9.57,10.05,0.09,455
018822.OF,银华新材料C,混合型,混合型-偏股,-0.85,-2.87,10.31,15.75,11.36,0.53,455
018821.OF,银华新材料A,混合型,混合型-偏股,-0.83,-2.83,10.4,15.76,11.34,0.53,455
020860.OF,华富泰合平衡3个月持有C,混合型,混合型-偏股,-0.97,-0.54,2.91,4.32,3.16,0.21,440
020859.OF,华富泰合平衡3个月持有A,混合型,混合型-偏股,-0.94,-0.48,3.0,4.32,3.16,0.23,440
019690.OF,华商产业机遇A,混合型,混合型-偏股,-0.31,3.69,12.9,16.59,15.31,0.66,454
020186.OF,上银国企红利A,混合型,混合型-偏股,-0.53,2.53,2.13,7.47,7.26,0.02,455
019691.OF,华商产业机遇C,混合型,混合型-偏股,0.02,4.01,13.19,16.61,15.34,0.67,454
020187.OF,上银国企红利C,混合型,混合型-偏股,-0.56,2.47,2.02,7.48,7.37,0.0,455
018688.OF,鑫元鑫选稳健养老目标一年持有A,混合型,混合型-偏股,-0.89,-0.62,-0.03,1.39,1.11,-1.46,440
012306.OF,浦银安盛养老目标日期2050五年持有,混合型,混合型-偏股,-1.03,-0.72,4.5,10.45,9.6,0.24,440
020756.OF,南方养老目标日期2055五年持有Y,混合型,混合型-偏股,-2.04,-2.27,3.61,10.05,9.87,0.16,440
020721.OF,国寿安保高端装备C,股票型,主动股票型,-0.43,-9.84,-5.16,24.29,18.23,-0.29,454
019730.OF,华夏国企红利C,混合型,混合型-偏股,-4.51,-1.99,-0.33,9.35,8.2,-0.25,455
020469.OF,长城半导体产业A,混合型,混合型-偏股,1.54,-0.29,21.78,23.39,16.18,0.85,455
020720.OF,国寿安保高端装备A,股票型,主动股票型,-0.39,-9.78,-5.06,24.3,18.2,-0.29,454
019729.OF,华夏国企红利A,混合型,混合型-偏股,-4.48,-1.93,-0.22,9.35,8.17,-0.24,455
020470.OF,长城半导体产业C,混合型,混合型-偏股,1.51,-0.35,21.62,23.38,16.24,0.84,455
019697.OF,汇添富鑫享添利六个月持有B,混合型,混合型-偏股,-0.14,-0.16,0.4,1.24,0.73,-1.29,455
020151.OF,中信保诚景气优选A,混合型,混合型-偏股,0.48,3.07,14.63,11.3,7.97,1.12,455
020152.OF,中信保诚景气优选C,混合型,混合型-偏股,0.44,3.0,14.49,11.3,8.02,1.11,455
020795.OF,易方达养老目标日期2055五年持有Y,混合型,混合型-偏股,1.85,2.42,10.09,14.08,11.67,0.57,440
020648.OF,诺安中小盘精选C,混合型,混合型-偏股,-1.46,-5.43,6.1,11.75,10.44,0.35,455
020649.OF,诺安中小盘精选D,混合型,混合型-偏股,-1.45,-5.39,6.17,11.74,10.42,0.35,455
020757.OF,南方养老目标日期2060五年持有Y,混合型,混合型-偏股,-2.38,-2.62,2.01,10.53,10.69,0.0,440
020306.OF,信澳星煜智选C,混合型,混合型-偏股,0.47,-0.57,11.11,14.62,15.33,0.62,455
020305.OF,信澳星煜智选A,混合型,混合型-偏股,0.51,-0.5,11.23,14.63,15.29,0.63,455
019080.OF,国富招瑞优选C,股票型,主动股票型,-0.8,-0.08,6.94,13.23,10.45,0.37,455
020726.OF,建信灵活配置C,灵活配置型,混合型-平衡,-0.3,1.86,13.3,14.84,13.95,0.76,455
019079.OF,国富招瑞优选A,股票型,主动股票型,-0.78,-0.03,7.03,13.24,10.43,0.38,455
019773.OF,东方红智享三年持有A,混合型,混合型-偏股,6.99,7.33,10.78,20.07,11.37,0.44,107
019774.OF,东方红智享三年持有C,混合型,混合型-偏股,6.92,7.21,10.57,20.06,11.41,0.43,107
018705.OF,财通鼎欣量化选股18个月定开,混合型,混合型-偏股,-0.13,0.36,9.48,8.24,4.98,0.91,368
020168.OF,广发信远回报A,混合型,混合型-偏股,-0.55,1.4,5.81,12.36,10.09,0.31,455
019952.OF,平安价值远见A,混合型,混合型-偏股,-2.8,-3.75,-0.41,11.48,11.71,-0.21,455
019343.OF,富国价值发现C,混合型,混合型-偏股,-3.19,1.68,10.8,13.35,9.14,0.66,455
020288.OF,永赢红利慧选C,混合型,混合型-偏股,0.8,0.2,4.01,10.73,9.04,0.19,455
020287.OF,永赢红利慧选A,混合型,混合型-偏股,0.82,0.26,4.09,10.73,8.83,0.19,455
019342.OF,富国价值发现A,混合型,混合型-偏股,-3.16,1.76,10.94,13.34,9.11,0.67,455
019393.OF,嘉实匠心严选C,混合型,混合型-偏股,-5.05,-9.86,-4.29,18.55,20.18,-0.34,455
020745.OF,中欧预见平衡养老三年持有Y,混合型,混合型-偏股,2.2,2.52,3.97,5.65,5.92,0.35,414
019953.OF,平安价值远见C,混合型,混合型-偏股,-2.83,-3.81,-0.52,11.48,11.74,-0.22,455
020169.OF,广发信远回报C,混合型,混合型-偏股,-0.58,1.34,5.68,12.35,10.11,0.3,455
019392.OF,嘉实匠心严选A,混合型,混合型-偏股,-5.01,-9.8,-4.17,18.54,20.15,-0.33,455
020734.OF,中欧预见养老目标2045三年持有Y,混合型,混合型-偏股,-1.02,0.87,2.98,6.18,6.25,0.16,429
010910.OF,交银安悦平衡养老目标三年持有A,混合型,混合型-偏股,-1.68,-1.34,3.6,9.42,10.61,0.17,440
020425.OF,方正富邦致盛C,混合型,混合型-偏股,10.9,4.88,15.73,22.63,16.76,0.61,454
020424.OF,方正富邦致盛A,混合型,混合型-偏股,10.94,4.95,15.88,22.63,16.72,0.61,454
020159.OF,信澳核心智选C,混合型,混合型-偏股,-1.01,-0.87,3.03,9.58,9.38,0.11,455
019328.OF,国泰金盛回报A,混合型,混合型-偏股,-4.05,-5.1,1.63,15.15,14.48,-0.02,455
020682.OF,建信环保产业C,股票型,主动股票型,2.0,0.76,6.35,19.11,16.76,0.23,455
019329.OF,国泰金盛回报C,混合型,混合型-偏股,-4.08,-5.16,1.51,15.14,14.5,-0.03,455
018911.OF,中欧科技成长C,混合型,混合型-偏股,1.05,-1.32,1.79,24.22,22.74,-0.01,455
018910.OF,中欧科技成长A,混合型,混合型-偏股,1.11,-1.23,1.93,24.22,22.72,-0.0,455
020158.OF,信澳核心智选A,混合型,混合型-偏股,-0.97,-0.79,3.16,9.58,9.35,0.12,455
018999.OF,万家趋势领先A,混合型,混合型-偏股,1.25,2.04,24.69,25.51,13.8,0.89,455
020693.OF,长城健康消费C,混合型,混合型-偏股,-8.24,-10.68,-6.68,16.28,21.65,-0.53,455
019000.OF,万家趋势领先C,混合型,混合型-偏股,1.23,2.0,24.49,25.54,13.82,0.88,455
019651.OF,汇添富稳健睿选一年持有B,混合型,混合型-偏股,-0.67,-0.76,0.84,3.08,2.36,-0.38,455
019501.OF,博道明远C,混合型,混合型-偏股,-2.14,-1.9,10.19,15.37,16.63,0.53,454
019574.OF,太平科创精选C,混合型,混合型-偏股,-5.53,-9.79,1.74,15.91,13.69,-0.02,455
019575.OF,太平科创精选A,混合型,混合型-偏股,-5.5,-9.73,1.85,15.91,13.66,-0.01,455
020364.OF,博时卓越成长A,混合型,混合型-偏股,-1.4,0.33,4.62,10.65,7.87,0.25,455
019497.OF,博道明远A,混合型,混合型-偏股,-2.1,-1.84,10.3,15.36,16.61,0.54,454
019322.OF,中信建投致远A,混合型,混合型-偏股,0.64,-2.36,8.58,15.01,14.57,0.44,455
019323.OF,中信建投致远C,混合型,混合型-偏股,0.61,-2.41,8.49,15.0,14.56,0.43,455
020365.OF,博时卓越成长C,混合型,混合型-偏股,-1.28,0.42,4.66,10.65,7.89,0.25,455
020304.OF,信澳星亮智选C,混合型,混合型-偏股,-0.05,0.93,12.35,13.1,11.85,0.79,455
020303.OF,信澳星亮智选A,混合型,混合型-偏股,-0.01,1.0,12.47,13.1,11.81,0.8,455
020503.OF,汇丰晋信新动力C,混合型,混合型-偏股,-2.11,0.01,8.42,11.91,11.7,0.54,455
020623.OF,汇添富稳健收益B,混合型,混合型-偏股,-1.18,-0.76,2.64,6.08,4.52,0.1,455
018806.OF,华安国企机遇A,混合型,混合型-偏股,-4.39,-1.72,1.87,13.98,13.84,-0.01,455
018807.OF,华安国企机遇C,混合型,混合型-偏股,-4.42,-1.78,1.75,13.97,13.87,-0.02,455
019600.OF,鹏华智投800A,混合型,混合型-偏股,-0.91,-1.61,4.27,10.42,10.53,0.22,455
019601.OF,鹏华智投800C,混合型,混合型-偏股,-0.95,-1.68,4.14,10.42,10.56,0.21,455
020601.OF,国寿安保景气优选C,混合型,混合型-偏股,0.03,-2.05,10.05,17.43,13.95,0.46,455
020600.OF,国寿安保景气优选A,混合型,混合型-偏股,0.06,-1.99,10.16,17.44,13.91,0.47,455
020410.OF,长城均衡优选C,混合型,混合型-偏股,-0.68,-2.99,4.51,15.56,14.85,0.16,455
020354.OF,农银瑞益一年持有A,混合型,混合型-偏股,-0.16,-0.12,1.16,1.72,1.36,-0.49,455
018513.OF,易方达养老目标日期2045五年持有A,混合型,混合型-偏股,1.21,1.21,8.39,12.77,11.11,0.5,441
020355.OF,农银瑞益一年持有C,混合型,混合型-偏股,-0.18,-0.17,1.07,1.72,1.39,-0.54,455
019783.OF,华安健康主题A,混合型,混合型-偏股,-7.22,-9.92,-5.99,24.94,28.26,-0.32,455
019784.OF,华安健康主题C,混合型,混合型-偏股,-7.25,-9.98,-6.1,24.94,28.48,-0.32,455
018636.OF,嘉实稳健增利6个月持有C,混合型,混合型-偏股,-0.24,-0.14,1.72,2.27,1.32,-0.12,455
019741.OF,财通资管创新医药C,混合型,混合型-偏股,-6.25,-7.98,-3.57,20.12,18.26,-0.28,455
019144.OF,东财景气驱动C,混合型,混合型-偏股,1.2,-13.75,29.57,24.85,17.42,1.11,455
020326.OF,南方安裕E,混合型,混合型-偏股,-1.21,0.01,1.09,4.27,4.89,-0.21,455
018605.OF,中银养老目标日期2035三年持有,混合型,混合型-偏股,-3.03,-3.33,2.43,7.36,5.52,0.06,440
019740.OF,财通资管创新医药A,混合型,混合型-偏股,-6.23,-7.94,-3.49,20.12,18.09,-0.27,455
016945.OF,中泰ESG主题6个月持有,混合型,混合型-偏股,-2.15,0.24,1.83,9.97,11.02,-0.02,455
020118.OF,南华丰元量化选股C,混合型,混合型-偏股,0.94,-0.6,4.87,10.42,9.22,0.27,455
019335.OF,大成红利汇聚C,混合型,混合型-偏股,-1.54,0.79,3.51,8.62,8.45,0.18,455
019334.OF,大成红利汇聚A,混合型,混合型-偏股,-1.5,0.86,3.62,8.63,8.43,0.19,455
020117.OF,南华丰元量化选股A,混合型,混合型-偏股,0.97,-0.55,4.97,10.42,9.2,0.28,455
019143.OF,东财景气驱动A,混合型,混合型-偏股,1.24,-13.69,29.69,24.85,17.38,1.11,455
018635.OF,嘉实稳健增利6个月持有A,混合型,混合型-偏股,-0.21,-0.1,1.8,2.28,1.31,-0.09,455
020624.OF,信澳新能源精选C,混合型,混合型-偏股,-4.06,-6.76,1.43,20.01,20.23,-0.03,455
020560.OF,万家高端装备量化选股A,混合型,混合型-偏股,0.42,-1.9,12.8,17.36,14.36,0.62,455
020561.OF,万家高端装备量化选股C,混合型,混合型-偏股,0.39,-1.95,12.69,17.36,14.39,0.62,455
020163.OF,华安睿信优选C,混合型,混合型-偏股,-6.33,-10.04,3.29,16.0,13.72,0.08,455
020605.OF,长城稳健增利E,稳健增长型,主动股票型,0.23,0.47,0.79,0.46,0.38,-2.65,455
020162.OF,华安睿信优选A,混合型,混合型-偏股,-6.26,-9.94,3.45,15.99,13.69,0.09,455
020592.OF,金信多策略精选C,灵活配置型,混合型-平衡,-2.34,-9.55,-6.3,23.46,23.58,-0.35,455
020562.OF,东方红领先精选C,灵活配置型,混合型-平衡,-0.55,-0.85,0.74,3.22,3.08,-0.39,455
018550.OF,金鹰研究驱动C,混合型,混合型-偏股,-0.29,2.41,13.01,14.51,16.58,0.76,455
019661.OF,易方达汇悦平衡养老目标三年持有A,混合型,混合型-偏股,-1.35,-1.09,2.98,7.51,6.95,0.13,441
020441.OF,东兴数字经济C,混合型,混合型-偏股,-1.57,-7.02,-4.92,35.82,29.05,-0.19,455
020440.OF,东兴数字经济A,混合型,混合型-偏股,-1.56,-7.0,-4.9,35.82,29.04,-0.19,455
018731.OF,华夏招鑫鸿瑞C,混合型,混合型-偏股,4.53,3.38,11.02,16.07,15.11,0.56,455
018730.OF,华夏招鑫鸿瑞A,混合型,混合型-偏股,4.56,3.45,11.15,16.07,15.09,0.57,455
018549.OF,金鹰研究驱动A,混合型,混合型-偏股,-0.25,2.47,13.14,14.51,16.49,0.77,455
019519.OF,中邮乐享收益C,灵活配置型,混合型-平衡,-1.83,-6.98,6.67,14.03,9.61,0.33,455
018815.OF,方正富邦核心优势A,混合型,混合型-偏股,3.29,-4.71,18.05,29.1,20.39,0.55,454
018816.OF,方正富邦核心优势C,混合型,混合型-偏股,3.25,-4.78,17.91,29.09,20.4,0.55,454
020362.OF,中海沪港深价值优选C,灵活配置型,混合型-平衡,-10.42,-16.5,-10.42,21.87,25.15,-0.57,455
020492.OF,万家医药量化选股C,混合型,混合型-偏股,-4.33,-7.82,-0.99,15.09,13.88,-0.2,455
020491.OF,万家医药量化选股A,混合型,混合型-偏股,-4.3,-7.77,-0.88,15.09,13.66,-0.19,455
016389.OF,汇安均衡成长C,混合型,混合型-偏股,-5.14,-10.87,5.39,26.04,23.74,0.13,455
016388.OF,汇安均衡成长A,混合型,混合型-偏股,-5.11,-10.82,5.48,26.05,23.71,0.13,455
020487.OF,华富成长企业精选C,股票型,主动股票型,4.84,4.49,18.31,18.94,17.09,0.86,455
020486.OF,华富智慧城市C,灵活配置型,混合型-平衡,-6.68,-12.01,8.55,25.13,23.95,0.26,455
020132.OF,中邮趋势精选C,灵活配置型,混合型-平衡,-4.15,-5.61,2.78,14.16,13.91,0.05,455
020488.OF,华富量子生命力C,混合型,混合型-偏股,-0.35,0.53,15.1,17.8,15.59,0.74,455
019478.OF,中邮医药健康C,混合型,混合型-偏股,-6.85,-8.94,-4.55,22.59,24.07,-0.29,455
020523.OF,交银核心资产C,混合型,混合型-偏股,-4.36,-5.75,-0.17,13.15,12.86,-0.17,455
019727.OF,国泰招享添利六个月持有A,混合型,混合型-偏股,-0.66,-0.79,-0.14,1.53,2.08,-1.4,455
019728.OF,国泰招享添利六个月持有C,混合型,混合型-偏股,-0.68,-0.82,-0.2,1.53,2.22,-1.44,455
020512.OF,摩根海外稳健配置C,混合型,混合型-偏股,-0.56,-1.14,-1.68,0.67,1.88,-5.47,444
020361.OF,中海蓝筹配置C,灵活配置型,混合型-平衡,-1.41,-1.41,0.96,9.09,7.82,-0.11,455
020499.OF,金元顺安丰利C,稳健增长型,主动股票型,-0.05,-0.18,0.9,7.81,10.5,-0.14,455
020398.OF,中银港股通医药C,混合型,混合型-偏股,-7.89,-8.41,-6.25,29.54,29.4,-0.28,455
020397.OF,中银港股通医药A,混合型,混合型-偏股,-7.85,-8.35,-6.15,29.54,29.26,-0.28,455
020444.OF,华西研究精选A,混合型,混合型-偏股,-6.1,-7.37,1.31,20.89,21.42,-0.03,455
019115.OF,东财卓越成长A,混合型,混合型-偏股,-12.45,-7.38,20.22,24.2,20.08,0.75,455
020445.OF,金信优质成长C,混合型,混合型-偏股,-1.34,-8.97,-12.76,18.16,19.84,-0.81,455
019116.OF,东财卓越成长C,混合型,混合型-偏股,-12.46,-7.41,20.11,24.19,20.11,0.75,455
020475.OF,中欧产业优选C,混合型,混合型-偏股,3.48,3.8,12.42,19.12,16.3,0.54,455
019212.OF,交银智选进取三个月持有C,混合型,混合型-偏股,-1.15,-4.11,4.61,17.46,18.9,0.15,455
020276.OF,银河新材料A,股票型,主动股票型,3.63,-1.32,15.58,20.73,15.38,0.66,455
019211.OF,交银智选进取三个月持有A,混合型,混合型-偏股,-1.12,-4.07,4.7,17.45,18.87,0.15,455
020360.OF,中海混改红利主题C,灵活配置型,混合型-平衡,4.18,5.72,32.27,20.41,14.53,1.48,455
020474.OF,中欧产业优选A,混合型,混合型-偏股,3.51,3.86,12.55,19.12,16.26,0.55,455
020451.OF,金信行业优选C,灵活配置型,混合型-平衡,-0.95,-8.88,4.23,27.81,17.18,0.08,455
020277.OF,银河新材料C,股票型,主动股票型,3.6,-1.39,15.46,20.72,15.42,0.65,455
019959.OF,湘财医药健康C,混合型,混合型-偏股,-3.83,-3.58,6.17,15.27,18.09,0.27,455
020143.OF,路博迈中国医疗健康C,股票型,主动股票型,-7.93,-8.86,-3.08,23.01,28.21,-0.22,455
019705.OF,鹏扬消费主题A,混合型,混合型-偏股,-5.15,-7.34,-2.99,11.98,13.17,-0.42,455
018551.OF,宏利医药健康A,混合型,混合型-偏股,-5.0,-9.04,-1.57,17.2,21.01,-0.21,455
020142.OF,路博迈中国医疗健康A,股票型,主动股票型,-7.91,-8.81,-3.0,23.01,27.99,-0.22,455
018698.OF,国投瑞银盛煊A,混合型,混合型-偏股,2.65,5.93,15.52,14.24,15.78,0.95,455
018552.OF,宏利医药健康C,混合型,混合型-偏股,-5.02,-9.07,-1.62,17.21,21.11,-0.21,455
018699.OF,国投瑞银盛煊C,混合型,混合型-偏股,2.61,5.86,15.38,14.24,15.8,0.94,455
018750.OF,山证资管精选行业A,混合型,混合型-偏股,7.46,5.97,32.36,21.52,20.21,1.41,455
018751.OF,山证资管精选行业C,混合型,混合型-偏股,7.58,6.86,33.75,21.48,19.7,1.48,455
019706.OF,鹏扬消费主题C,混合型,混合型-偏股,-5.18,-7.39,-3.07,11.98,13.35,-0.42,455
018979.OF,中信建投民享稳健养老目标一年持有,混合型,混合型-偏股,-0.61,-0.41,3.05,4.51,3.69,0.23,440
019958.OF,湘财医药健康A,混合型,混合型-偏股,-3.81,-3.54,6.25,14.58,11.2,0.29,455
020437.OF,宝盈医疗健康沪港深C,股票型,主动股票型,-7.51,-6.51,-7.75,25.29,33.69,-0.39,455
020433.OF,金信核心竞争力C,灵活配置型,混合型-平衡,2.04,3.55,0.01,21.21,18.36,-0.09,455
019941.OF,富国洞见价值A,股票型,主动股票型,-4.07,-6.17,5.33,19.09,21.47,0.17,455
018374.OF,国富养老目标日期2045三年持有,混合型,混合型-偏股,-2.05,-2.0,1.81,6.15,6.47,-0.03,440
019972.OF,海富通产业优选A,混合型,混合型-偏股,-2.28,-3.7,2.87,12.65,12.73,0.07,454
019942.OF,富国洞见价值C,股票型,主动股票型,-4.11,-6.23,5.19,19.08,21.5,0.17,455
019973.OF,海富通产业优选C,混合型,混合型-偏股,-2.31,-3.74,2.78,12.65,12.75,0.06,454
020380.OF,华富价值增长C,稳健增长型,主动股票型,-0.89,-6.32,5.34,17.6,17.94,0.19,455
019367.OF,长城均衡成长A,混合型,混合型-偏股,3.92,2.49,7.79,20.89,19.41,0.28,455
020383.OF,华富成长趋势C,混合型,混合型-偏股,3.08,7.15,23.66,21.58,18.7,1.0,455
018585.OF,汇添富养老目标2035三年持有,混合型,混合型-偏股,-1.8,-1.94,1.93,7.83,6.91,-0.01,440
019368.OF,长城均衡成长C,混合型,混合型-偏股,3.88,2.41,7.66,20.88,19.44,0.27,455
019431.OF,永赢睿信A,混合型,混合型-偏股,-0.43,-1.78,6.29,20.11,16.52,0.21,455
019787.OF,上银丰瑞一年持有A,混合型,混合型-偏股,-0.71,-0.43,0.78,2.6,2.4,-0.47,455
019432.OF,永赢睿信C,混合型,混合型-偏股,-0.46,-1.85,6.17,20.11,16.55,0.21,455
019692.OF,信澳鑫悦智选6个月持有A,混合型,混合型-偏股,0.01,0.24,2.16,2.03,1.56,0.08,455
020366.OF,光大锦弘E,混合型,混合型-偏股,-1.15,-0.56,2.64,5.1,3.0,0.12,455
020435.OF,金信智能中国2025C,灵活配置型,混合型-平衡,-2.69,-0.96,-2.98,8.2,7.53,-0.61,455
020434.OF,金信量化精选C,灵活配置型,混合型-平衡,-2.92,4.43,27.92,28.75,25.35,0.9,455
019788.OF,上银丰瑞一年持有C,混合型,混合型-偏股,-0.73,-0.46,0.72,2.6,2.52,-0.49,455
019693.OF,信澳鑫悦智选6个月持有C,混合型,混合型-偏股,-0.02,0.19,2.07,2.04,1.58,0.04,455
020340.OF,华泰柏瑞祥泰稳健养老目标一年持有Y,混合型,混合型-偏股,-0.32,0.03,0.82,2.01,1.78,-0.59,440
018313.OF,易方达如意安诚六个月持有C,混合型,混合型-偏股,-0.3,0.01,1.53,2.41,1.53,-0.19,441
020436.OF,金信稳健策略C,灵活配置型,混合型-平衡,-1.09,-9.14,4.06,27.79,17.29,0.07,455
020353.OF,富国量化对冲策略三个月持有E,灵活配置型,混合型-平衡,0.75,0.97,1.14,2.72,2.54,-0.32,455
018312.OF,易方达如意安诚六个月持有A,混合型,混合型-偏股,-0.29,0.04,1.59,2.41,1.52,-0.17,441
020384.OF,金信转型创新成长C,灵活配置型,混合型-平衡,2.38,0.29,-8.81,28.39,24.11,-0.38,455
